player,target,actual,predicted,error,model
Andriy Yarmolenko,xag_p90,0.2772,0.3231,0.0459,lgbm
Sébastien Haller,xag_p90,0.1572,0.1372,0.02,lgbm
Jetro Willems,xag_p90,0.146,0.184,0.038,lgbm
Jonjoe Kenny,xag_p90,0.0849,0.068,0.0169,lgbm
Robin Koch,xag_p90,0.0469,0.0407,0.0062,lgbm
Çağlar Söyüncü,xag_p90,0.0,0.002,0.002,lgbm
Niclas Füllkrug,xag_p90,0.1357,0.1535,0.0178,lgbm
Ondrej Duda,xag_p90,0.0363,0.0362,0.0001,lgbm
Lukas Rupp,xag_p90,0.1552,0.1669,0.0117,lgbm
João Cancelo,xag_p90,0.1994,0.2004,0.0011,lgbm
Ivan Perišić,xag_p90,0.2391,0.2291,0.0099,lgbm
Stephan Lichtsteiner,xag_p90,0.037,0.0299,0.0071,lgbm
Aleksandar Dragović,xag_p90,0.0,0.0034,0.0034,lgbm
Leon Bailey,xag_p90,0.2722,0.2672,0.0051,lgbm
Kai Havertz,xag_p90,0.1931,0.1751,0.018,lgbm
Bernd Leno,xag_p90,0.0061,0.0071,0.001,lgbm
Emre Can,xag_p90,0.1291,0.1127,0.0164,lgbm
Philippe Coutinho,xag_p90,0.3814,0.3791,0.0023,lgbm
Sadio Mané,xag_p90,0.2219,0.2159,0.006,lgbm
Jannik Vestergaard,xag_p90,0.0281,0.0242,0.0039,lgbm
Leroy Sané,xag_p90,0.253,0.283,0.03,lgbm
Moussa Niakhate,xag_p90,0.0058,0.0081,0.0023,lgbm
Christopher Nkunku,xag_p90,0.0998,0.0912,0.0086,lgbm
Bernardo,xag_p90,0.0467,0.0566,0.0099,lgbm
Naby Keïta,xag_p90,0.1927,0.1844,0.0083,lgbm
Ibrahima Konaté,xag_p90,0.0366,0.0362,0.0005,lgbm
Marcel Sabitzer,xag_p90,0.1659,0.1748,0.0089,lgbm
Timo Werner,xag_p90,0.1732,0.1783,0.0051,lgbm
Nabil Bentaleb,xag_p90,0.0534,0.0586,0.0051,lgbm
Thilo Kehrer,xag_p90,0.0152,0.0223,0.0071,lgbm
Weston McKennie,xag_p90,0.0641,0.0489,0.0152,lgbm
Max Meyer,xag_p90,0.0208,0.0228,0.002,lgbm
Maya Yoshida,xag_p90,0.0176,0.0214,0.0038,lgbm
Eric Maxim Choupo-Moting,xag_p90,0.1206,0.106,0.0146,lgbm
Kevin Wimmer,xag_p90,0.0136,0.0121,0.0015,lgbm
Orel Mangala,xag_p90,0.0347,0.0394,0.0047,lgbm
Mike van der Hoorn,xag_p90,0.0278,0.0305,0.0027,lgbm
Eric Dier,xag_p90,0.0542,0.047,0.0072,lgbm
Harry Kane,xag_p90,0.079,0.0879,0.0089,lgbm
Edimilson Fernandes,xag_p90,0.032,0.0516,0.0197,lgbm
Divock Origi,xag_p90,0.0503,0.0919,0.0416,lgbm
Pierre-Emerick Aubameyang,xag_p90,0.1387,0.1381,0.0006,lgbm
Mattéo Guendouzi,xag_p90,0.0754,0.0955,0.0201,lgbm
Sead Kolašinac,xag_p90,0.2862,0.2718,0.0144,lgbm
Bernd Leno,xag_p90,0.0,0.0002,0.0002,lgbm
Stephan Lichtsteiner,xag_p90,0.0096,0.025,0.0154,lgbm
Shkodran Mustafi,xag_p90,0.0207,0.0199,0.0007,lgbm
Sokratis Papastathopoulos,xag_p90,0.0287,0.0228,0.0059,lgbm
Granit Xhaka,xag_p90,0.1225,0.1298,0.0073,lgbm
Kevin Danso,xag_p90,0.0144,0.0072,0.0072,lgbm
Philippe Coutinho,xag_p90,0.165,0.1693,0.0043,lgbm
Thiago Alcántara,xag_p90,0.1308,0.1215,0.0093,lgbm
James Rodríguez,xag_p90,0.4429,0.4526,0.0097,lgbm
Bernardo,xag_p90,0.0308,0.062,0.0312,lgbm
Pascal Groß,xag_p90,0.2656,0.234,0.0316,lgbm
Michy Batshuayi,xag_p90,0.012,0.0124,0.0004,lgbm
Max Meyer,xag_p90,0.0763,0.0953,0.0191,lgbm
Manuel Akanji,xag_p90,0.0245,0.0227,0.0018,lgbm
Jacob Bruun Larsen,xag_p90,0.249,0.2203,0.0287,lgbm
Christian Pulisic,xag_p90,0.2511,0.2273,0.0238,lgbm
Jadon Sancho,xag_p90,0.2816,0.2749,0.0067,lgbm
Sébastien Haller,xag_p90,0.2516,0.2453,0.0063,lgbm
Jetro Willems,xag_p90,0.2466,0.2324,0.0141,lgbm
Jonjoe Kenny,xag_p90,0.0683,0.0481,0.0202,lgbm
Edimilson Fernandes,xag_p90,0.0594,0.065,0.0056,lgbm
Robin Koch,xag_p90,0.0189,0.0173,0.0016,lgbm
André Schürrle,xag_p90,0.1042,0.0943,0.0099,lgbm
Ryan Sessegnon,xag_p90,0.1487,0.1716,0.0229,lgbm
Felipe,xag_p90,0.0,0.0029,0.0029,lgbm
Niclas Füllkrug,xag_p90,0.0728,0.0926,0.0198,lgbm
Kevin Wimmer,xag_p90,0.0267,0.0238,0.0029,lgbm
Ondrej Duda,xag_p90,0.2037,0.183,0.0206,lgbm
Joelinton,xag_p90,0.2197,0.177,0.0427,lgbm
Reiss Nelson,xag_p90,0.126,0.1691,0.0432,lgbm
Erik Durm,xag_p90,0.0263,0.0318,0.0055,lgbm
Ivan Perišić,xag_p90,0.2266,0.2282,0.0016,lgbm
Emre Can,xag_p90,0.1193,0.1266,0.0074,lgbm
João Cancelo,xag_p90,0.1829,0.1608,0.0222,lgbm
Leon Bailey,xag_p90,0.2069,0.2013,0.0056,lgbm
Aleksandar Dragović,xag_p90,0.0067,0.0116,0.0048,lgbm
Kai Havertz,xag_p90,0.0933,0.135,0.0418,lgbm
Naby Keïta,xag_p90,0.0647,0.0595,0.0052,lgbm
Sadio Mané,xag_p90,0.1316,0.1394,0.0078,lgbm
Jean-Philippe Mateta,xag_p90,0.116,0.1005,0.0155,lgbm
Moussa Niakhate,xag_p90,0.0194,0.0169,0.0024,lgbm
Leroy Sané,xag_p90,0.3567,0.3498,0.0069,lgbm
Matheus Pereira,xag_p90,0.1023,0.0902,0.012,lgbm
Moussa Diaby,xag_p90,0.3076,0.3114,0.0038,lgbm
Thilo Kehrer,xag_p90,0.0237,0.0183,0.0053,lgbm
Eric Maxim Choupo-Moting,xag_p90,0.0337,0.0495,0.0158,lgbm
Christopher Nkunku,xag_p90,0.2413,0.2448,0.0035,lgbm
Tyler Adams,xag_p90,0.1248,0.0991,0.0257,lgbm
Matheus Cunha,xag_p90,0.0739,0.0962,0.0224,lgbm
Ibrahima Konaté,xag_p90,0.0148,0.015,0.0002,lgbm
Marcel Sabitzer,xag_p90,0.1875,0.191,0.0035,lgbm
Timo Werner,xag_p90,0.1973,0.1966,0.0007,lgbm
Justin Kluivert,xag_p90,0.2013,0.1978,0.0035,lgbm
Nabil Bentaleb,xag_p90,0.0452,0.0499,0.0047,lgbm
Weston McKennie,xag_p90,0.1186,0.0957,0.0229,lgbm
Jannik Vestergaard,xag_p90,0.0266,0.0189,0.0077,lgbm
Maya Yoshida,xag_p90,0.0296,0.0385,0.0089,lgbm
Nicolás González,xag_p90,0.1623,0.167,0.0047,lgbm
Ozan Kabak,xag_p90,0.0067,0.0171,0.0105,lgbm
Eric Dier,xag_p90,0.0598,0.0435,0.0163,lgbm
Harry Kane,xag_p90,0.1485,0.152,0.0035,lgbm
Milot Rashica,xag_p90,0.2381,0.2322,0.0059,lgbm
Wout Weghorst,xag_p90,0.1508,0.1627,0.0119,lgbm
Oliver Burke,xag_p90,0.1008,0.0805,0.0203,lgbm
Pierre-Emerick Aubameyang,xag_p90,0.0947,0.0908,0.0039,lgbm
Mattéo Guendouzi,xag_p90,0.0566,0.0601,0.0035,lgbm
Sead Kolašinac,xag_p90,0.0688,0.0591,0.0096,lgbm
Bernd Leno,xag_p90,0.0,0.0002,0.0002,lgbm
Shkodran Mustafi,xag_p90,0.0298,0.0078,0.0221,lgbm
Reiss Nelson,xag_p90,0.0571,0.099,0.0419,lgbm
Sokratis Papastathopoulos,xag_p90,0.0159,0.0042,0.0117,lgbm
Granit Xhaka,xag_p90,0.0348,0.0379,0.0031,lgbm
Felipe,xag_p90,0.0086,0.0166,0.0081,lgbm
Stephan Lichtsteiner,xag_p90,0.0335,0.0413,0.0078,lgbm
Thiago Alcántara,xag_p90,0.0457,0.0581,0.0123,lgbm
Philippe Coutinho,xag_p90,0.2551,0.234,0.0211,lgbm
Ivan Perišić,xag_p90,0.2239,0.2274,0.0035,lgbm
Bernardo,xag_p90,0.1458,0.0838,0.062,lgbm
Pascal Groß,xag_p90,0.2656,0.2694,0.0038,lgbm
Callum Hudson-Odoi,xag_p90,0.2086,0.2316,0.0231,lgbm
Christian Pulisic,xag_p90,0.1882,0.1902,0.002,lgbm
Max Meyer,xag_p90,0.0275,0.0937,0.0663,lgbm
Manuel Akanji,xag_p90,0.0156,0.0287,0.0131,lgbm
Emre Can,xag_p90,0.0471,0.0367,0.0105,lgbm
Erling Haaland,xag_p90,0.1016,0.1237,0.0221,lgbm
Jadon Sancho,xag_p90,0.425,0.3911,0.0339,lgbm
Markus Suttner,xag_p90,0.0538,0.0533,0.0005,lgbm
Daichi Kamada,xag_p90,0.1828,0.1525,0.0303,lgbm
Mark Flekken,xag_p90,0.0,0.0007,0.0007,lgbm
Robin Koch,xag_p90,0.0366,0.0481,0.0115,lgbm
Matheus Cunha,xag_p90,0.0605,0.0611,0.0006,lgbm
Matthijs de Ligt,xag_p90,0.0073,0.01,0.0026,lgbm
Çağlar Söyüncü,xag_p90,0.0237,0.0116,0.0121,lgbm
Leon Bailey,xag_p90,0.1817,0.2071,0.0254,lgbm
Moussa Diaby,xag_p90,0.2897,0.2623,0.0273,lgbm
Aleksandar Dragović,xag_p90,0.0087,0.0104,0.0016,lgbm
Kai Havertz,xag_p90,0.2861,0.2436,0.0424,lgbm
Naby Keïta,xag_p90,0.2982,0.2733,0.0248,lgbm
Sadio Mané,xag_p90,0.2162,0.2353,0.0191,lgbm
Divock Origi,xag_p90,0.1004,0.0837,0.0167,lgbm
Edimilson Fernandes,xag_p90,0.0182,0.0377,0.0195,lgbm
Jean-Philippe Mateta,xag_p90,0.1026,0.0488,0.0538,lgbm
Moussa Niakhate,xag_p90,0.0333,0.0344,0.0011,lgbm
João Cancelo,xag_p90,0.2086,0.1536,0.055,lgbm
Nabil Bentaleb,xag_p90,0.024,0.0403,0.0163,lgbm
Joelinton,xag_p90,0.0973,0.0918,0.0055,lgbm
Jetro Willems,xag_p90,0.0543,0.0751,0.0209,lgbm
Ondrej Duda,xag_p90,0.1865,0.1443,0.0422,lgbm
Lukas Rupp,xag_p90,0.1165,0.1102,0.0064,lgbm
Christoph Zimmermann,xag_p90,0.0063,0.0064,0.0001,lgbm
Tyler Adams,xag_p90,0.0567,0.0516,0.0051,lgbm
Christopher Nkunku,xag_p90,0.4301,0.4208,0.0093,lgbm
Marcel Sabitzer,xag_p90,0.2053,0.1844,0.0208,lgbm
Timo Werner,xag_p90,0.3059,0.2926,0.0133,lgbm
Justin Kluivert,xag_p90,0.0594,0.0864,0.027,lgbm
Maya Yoshida,xag_p90,0.0303,0.0464,0.0161,lgbm
Ozan Kabak,xag_p90,0.0253,0.006,0.0193,lgbm
Jonjoe Kenny,xag_p90,0.0464,0.0424,0.004,lgbm
Weston McKennie,xag_p90,0.1258,0.0893,0.0366,lgbm
Jannik Vestergaard,xag_p90,0.0301,0.0192,0.0108,lgbm
Eric Dier,xag_p90,0.0268,0.0198,0.007,lgbm
Harry Kane,xag_p90,0.1148,0.0915,0.0233,lgbm
Milot Rashica,xag_p90,0.1272,0.1349,0.0077,lgbm
Josh Sargent,xag_p90,0.0953,0.0797,0.0156,lgbm
Sébastien Haller,xag_p90,0.0993,0.0886,0.0107,lgbm
Andriy Yarmolenko,xag_p90,0.3179,0.2687,0.0491,lgbm
Wout Weghorst,xag_p90,0.0789,0.0915,0.0126,lgbm
Mike van der Hoorn,xag_p90,0.0133,0.0118,0.0015,lgbm
Stefan Ortega,xag_p90,0.0176,0.0134,0.0042,lgbm
Pierre-Emerick Aubameyang,xag_p90,0.0926,0.1102,0.0176,lgbm
Bernd Leno,xag_p90,0.0,0.0002,0.0002,lgbm
Granit Xhaka,xag_p90,0.0535,0.0568,0.0033,lgbm
Felipe,xag_p90,0.0131,0.0135,0.0003,lgbm
Philippe Coutinho,xag_p90,0.0963,0.1125,0.0162,lgbm
Eric Maxim Choupo-Moting,xag_p90,0.1646,0.1633,0.0014,lgbm
Leroy Sané,xag_p90,0.3391,0.3289,0.0101,lgbm
Pascal Groß,xag_p90,0.1884,0.196,0.0076,lgbm
Kai Havertz,xag_p90,0.077,0.0821,0.0051,lgbm
Callum Hudson-Odoi,xag_p90,0.238,0.2439,0.006,lgbm
Christian Pulisic,xag_p90,0.145,0.1558,0.0108,lgbm
Timo Werner,xag_p90,0.1937,0.2141,0.0204,lgbm
Michy Batshuayi,xag_p90,0.1978,0.1754,0.0224,lgbm
Manuel Akanji,xag_p90,0.0115,0.0088,0.0026,lgbm
Emre Can,xag_p90,0.1224,0.1024,0.02,lgbm
Erling Haaland,xag_p90,0.1309,0.1535,0.0226,lgbm
Jadon Sancho,xag_p90,0.3361,0.3331,0.003,lgbm
Erik Durm,xag_p90,0.1155,0.1264,0.0108,lgbm
Daichi Kamada,xag_p90,0.2865,0.2897,0.0032,lgbm
James Rodríguez,xag_p90,0.2449,0.2598,0.0149,lgbm
Matheus Cunha,xag_p90,0.1885,0.202,0.0136,lgbm
Mattéo Guendouzi,xag_p90,0.0792,0.0684,0.0108,lgbm
Chris Richards,xag_p90,0.0286,0.0343,0.0057,lgbm
Ryan Sessegnon,xag_p90,0.0972,0.1048,0.0076,lgbm
Ivan Perišić,xag_p90,0.2256,0.2283,0.0027,lgbm
Matthijs de Ligt,xag_p90,0.0365,0.0284,0.0081,lgbm
Weston McKennie,xag_p90,0.1745,0.1585,0.016,lgbm
Ondrej Duda,xag_p90,0.1384,0.1472,0.0089,lgbm
Robin Koch,xag_p90,0.008,0.0208,0.0129,lgbm
Çağlar Söyüncü,xag_p90,0.0247,0.0165,0.0082,lgbm
Leon Bailey,xag_p90,0.2522,0.2676,0.0153,lgbm
Moussa Diaby,xag_p90,0.2525,0.2582,0.0057,lgbm
Aleksandar Dragović,xag_p90,0.0475,0.0421,0.0054,lgbm
Thiago Alcántara,xag_p90,0.1117,0.1074,0.0042,lgbm
Ozan Kabak,xag_p90,0.0,0.0159,0.0159,lgbm
Sadio Mané,xag_p90,0.2242,0.2153,0.0089,lgbm
Edimilson Fernandes,xag_p90,0.1391,0.1149,0.0242,lgbm
Jean-Philippe Mateta,xag_p90,0.1264,0.1423,0.0159,lgbm
Moussa Niakhate,xag_p90,0.0659,0.0628,0.0031,lgbm
João Cancelo,xag_p90,0.1801,0.1802,0.0002,lgbm
Joelinton,xag_p90,0.1089,0.0991,0.0098,lgbm
Thilo Kehrer,xag_p90,0.039,0.0373,0.0017,lgbm
Tyler Adams,xag_p90,0.0438,0.0509,0.0071,lgbm
Justin Kluivert,xag_p90,0.1107,0.1278,0.0171,lgbm
Ibrahima Konaté,xag_p90,0.0,0.0019,0.0019,lgbm
Christopher Nkunku,xag_p90,0.3377,0.3378,0.0,lgbm
Marcel Sabitzer,xag_p90,0.1199,0.1129,0.0071,lgbm
Maya Yoshida,xag_p90,0.0317,0.0287,0.0029,lgbm
Ozan Kabak,xag_p90,0.0217,0.0164,0.0053,lgbm
Sead Kolašinac,xag_p90,0.0884,0.0976,0.0092,lgbm
Shkodran Mustafi,xag_p90,0.0,0.0092,0.0092,lgbm
Oliver Burke,xag_p90,0.156,0.1362,0.0198,lgbm
Nathan Tella,xag_p90,0.0966,0.0972,0.0006,lgbm
Jannik Vestergaard,xag_p90,0.0175,0.0249,0.0074,lgbm
Wataru Endo,xag_p90,0.0548,0.0604,0.0055,lgbm
Nicolás González,xag_p90,0.1927,0.1899,0.0029,lgbm
Orel Mangala,xag_p90,0.064,0.0624,0.0016,lgbm
Konstantinos Mavropanos,xag_p90,0.0185,0.0198,0.0014,lgbm
Eric Dier,xag_p90,0.0107,0.0104,0.0003,lgbm
Harry Kane,xag_p90,0.2073,0.2177,0.0103,lgbm
Taiwo Awoniyi,xag_p90,0.0861,0.1025,0.0165,lgbm
Niclas Füllkrug,xag_p90,0.0205,0.0351,0.0146,lgbm
Milot Rashica,xag_p90,0.0985,0.1111,0.0126,lgbm
Josh Sargent,xag_p90,0.1365,0.1336,0.0028,lgbm
Matheus Pereira,xag_p90,0.22,0.1953,0.0247,lgbm
Sébastien Haller,xag_p90,0.1345,0.1157,0.0188,lgbm
Maxence Lacroix,xag_p90,0.0104,0.0109,0.0005,lgbm
Wout Weghorst,xag_p90,0.1591,0.1502,0.0089,lgbm
Nabil Bentaleb,xag_p90,0.0059,0.0268,0.0208,lgbm
Stefan Ortega,xag_p90,0.0061,0.0083,0.0023,lgbm
Pierre-Emerick Aubameyang,xag_p90,0.0868,0.0866,0.0002,lgbm
Granit Xhaka,xag_p90,0.089,0.0957,0.0068,lgbm
Leon Bailey,xag_p90,0.0946,0.0814,0.0133,lgbm
Philippe Coutinho,xag_p90,0.1964,0.2054,0.0091,lgbm
Matheus Cunha,xag_p90,0.1863,0.1791,0.0072,lgbm
Felipe,xag_p90,0.0239,0.0277,0.0038,lgbm
Pierre-Emerick Aubameyang,xag_p90,0.0915,0.0843,0.0072,lgbm
Nicolás González,xag_p90,0.0646,0.0897,0.0251,lgbm
Marcel Sabitzer,xag_p90,0.1691,0.1595,0.0096,lgbm
Leroy Sané,xag_p90,0.2824,0.2846,0.0023,lgbm
Armel Bella Kotchap,xag_p90,0.0051,0.0115,0.0064,lgbm
Frank Onyeka,xag_p90,0.0172,0.0234,0.0061,lgbm
Pascal Groß,xag_p90,0.2429,0.2378,0.0051,lgbm
Wout Weghorst,xag_p90,0.0931,0.0901,0.003,lgbm
Kai Havertz,xag_p90,0.1095,0.1095,0.0001,lgbm
Callum Hudson-Odoi,xag_p90,0.1965,0.2044,0.0079,lgbm
Christian Pulisic,xag_p90,0.0907,0.0854,0.0053,lgbm
Timo Werner,xag_p90,0.021,0.0353,0.0143,lgbm
Jean-Philippe Mateta,xag_p90,0.1022,0.1063,0.0041,lgbm
Michael Olise,xag_p90,0.3076,0.2955,0.0121,lgbm
Manuel Akanji,xag_p90,0.004,0.0096,0.0056,lgbm
Emre Can,xag_p90,0.0426,0.037,0.0056,lgbm
Erling Haaland,xag_p90,0.2543,0.2321,0.0222,lgbm
Daichi Kamada,xag_p90,0.1178,0.1233,0.0055,lgbm
Jesper Lindstrøm,xag_p90,0.2505,0.255,0.0044,lgbm
Jonjoe Kenny,xag_p90,0.0707,0.0629,0.0078,lgbm
Nicolás González,xag_p90,0.1604,0.1582,0.0022,lgbm
Mark Flekken,xag_p90,0.0,0.0034,0.0034,lgbm
Kevin Schade,xag_p90,0.0975,0.0887,0.0088,lgbm
Jetro Willems,xag_p90,0.0788,0.0963,0.0175,lgbm
Jacob Bruun Larsen,xag_p90,0.2217,0.1965,0.0252,lgbm
Chris Richards,xag_p90,0.0276,0.0371,0.0095,lgbm
Georginio Rutter,xag_p90,0.2346,0.1754,0.0593,lgbm
Ivan Perišić,xag_p90,0.2457,0.2659,0.0202,lgbm
Matthijs de Ligt,xag_p90,0.0337,0.0217,0.0119,lgbm
Weston McKennie,xag_p90,0.0789,0.0922,0.0133,lgbm
Ondrej Duda,xag_p90,0.1229,0.1336,0.0107,lgbm
Robin Koch,xag_p90,0.0229,0.0325,0.0096,lgbm
Çağlar Söyüncü,xag_p90,0.0036,0.0109,0.0073,lgbm
Kevin Danso,xag_p90,0.0161,0.0156,0.0005,lgbm
Shkodran Mustafi,xag_p90,0.0,0.0033,0.0033,lgbm
Moussa Diaby,xag_p90,0.3,0.3062,0.0062,lgbm
Thiago Alcántara,xag_p90,0.1349,0.135,0.0,lgbm
Naby Keïta,xag_p90,0.1458,0.1224,0.0233,lgbm
Ibrahima Konaté,xag_p90,0.0,0.0085,0.0085,lgbm
Sadio Mané,xag_p90,0.166,0.1583,0.0077,lgbm
Moussa Niakhate,xag_p90,0.0175,0.0325,0.015,lgbm
João Cancelo,xag_p90,0.1506,0.1435,0.0071,lgbm
Jadon Sancho,xag_p90,0.1942,0.1946,0.0004,lgbm
Mattéo Guendouzi,xag_p90,0.1028,0.099,0.0038,lgbm
Joelinton,xag_p90,0.0668,0.0724,0.0055,lgbm
Justin Kluivert,xag_p90,0.2361,0.2253,0.0108,lgbm
Dimitris Giannoulis,xag_p90,0.0462,0.0453,0.0009,lgbm
Ozan Kabak,xag_p90,0.0,0.0153,0.0153,lgbm
Milot Rashica,xag_p90,0.0848,0.1027,0.0179,lgbm
Lukas Rupp,xag_p90,0.1638,0.1453,0.0186,lgbm
Josh Sargent,xag_p90,0.0515,0.0542,0.0027,lgbm
Thilo Kehrer,xag_p90,0.0,0.011,0.011,lgbm
Tyler Adams,xag_p90,0.06,0.0568,0.0031,lgbm
Joško Gvardiol,xag_p90,0.071,0.0675,0.0035,lgbm
Christopher Nkunku,xag_p90,0.3206,0.3211,0.0005,lgbm
Dominik Szoboszlai,xag_p90,0.315,0.309,0.006,lgbm
Maya Yoshida,xag_p90,0.0938,0.0574,0.0364,lgbm
Nathan Tella,xag_p90,0.0672,0.0805,0.0133,lgbm
Wataru Endo,xag_p90,0.0404,0.0451,0.0048,lgbm
Orel Mangala,xag_p90,0.1166,0.1194,0.0028,lgbm
Omar Marmoush,xag_p90,0.1146,0.1369,0.0223,lgbm
Konstantinos Mavropanos,xag_p90,0.0133,0.0138,0.0005,lgbm
Eric Dier,xag_p90,0.0322,0.0348,0.0026,lgbm
Harry Kane,xag_p90,0.2534,0.242,0.0114,lgbm
Ryan Sessegnon,xag_p90,0.2321,0.2459,0.0138,lgbm
Taiwo Awoniyi,xag_p90,0.0994,0.0954,0.0039,lgbm
Maxence Lacroix,xag_p90,0.0325,0.024,0.0085,lgbm
Wout Weghorst,xag_p90,0.1101,0.0943,0.0158,lgbm
Nabil Bentaleb,xag_p90,0.0832,0.1083,0.0251,lgbm
Granit Xhaka,xag_p90,0.1564,0.1299,0.0264,lgbm
Leon Bailey,xag_p90,0.2196,0.2214,0.0018,lgbm
Philippe Coutinho,xag_p90,0.0571,0.0747,0.0176,lgbm
João Cancelo,xag_p90,0.2045,0.2035,0.001,lgbm
Matthijs de Ligt,xag_p90,0.0187,0.0251,0.0064,lgbm
Sadio Mané,xag_p90,0.2463,0.2489,0.0026,lgbm
Eric Maxim Choupo-Moting,xag_p90,0.1538,0.175,0.0212,lgbm
Noussair Mazraoui,xag_p90,0.1591,0.1472,0.0119,lgbm
Marcel Sabitzer,xag_p90,0.0573,0.0752,0.0179,lgbm
Leroy Sané,xag_p90,0.1925,0.1984,0.0059,lgbm
Frank Onyeka,xag_p90,0.0637,0.0901,0.0264,lgbm
Kevin Schade,xag_p90,0.1352,0.1245,0.0108,lgbm
Pascal Groß,xag_p90,0.3029,0.2898,0.0131,lgbm
Deniz Undav,xag_p90,0.1576,0.1623,0.0047,lgbm
Kai Havertz,xag_p90,0.1296,0.1336,0.004,lgbm
Christian Pulisic,xag_p90,0.0767,0.1083,0.0316,lgbm
Jean-Philippe Mateta,xag_p90,0.0701,0.0537,0.0164,lgbm
Michael Olise,xag_p90,0.2848,0.2758,0.009,lgbm
Emre Can,xag_p90,0.0616,0.0739,0.0123,lgbm
Sébastien Haller,xag_p90,0.169,0.1417,0.0273,lgbm
Daichi Kamada,xag_p90,0.1351,0.1288,0.0063,lgbm
Jesper Lindstrøm,xag_p90,0.1501,0.1651,0.015,lgbm
Nicolás González,xag_p90,0.0864,0.1016,0.0152,lgbm
Mark Flekken,xag_p90,0.0088,0.0089,0.0001,lgbm
Bernd Leno,xag_p90,0.0,0.001,0.001,lgbm
João Palhinha,xag_p90,0.0116,0.0114,0.0002,lgbm
Ondrej Duda,xag_p90,0.0254,0.0359,0.0104,lgbm
Jonjoe Kenny,xag_p90,0.0842,0.0666,0.0176,lgbm
Ozan Kabak,xag_p90,0.049,0.0252,0.0238,lgbm
Georginio Rutter,xag_p90,0.2052,0.1989,0.0063,lgbm
Weston McKennie,xag_p90,0.0599,0.075,0.0151,lgbm
Ondrej Duda,xag_p90,0.0914,0.0966,0.0051,lgbm
Brenden Aaronson,xag_p90,0.1594,0.156,0.0034,lgbm
Tyler Adams,xag_p90,0.0584,0.0678,0.0093,lgbm
Robin Koch,xag_p90,0.0113,0.016,0.0047,lgbm
Weston McKennie,xag_p90,0.0438,0.0529,0.0091,lgbm
Maximilian Wöber,xag_p90,0.0427,0.03,0.0127,lgbm
Kevin Danso,xag_p90,0.0278,0.0271,0.0008,lgbm
Moussa Diaby,xag_p90,0.2734,0.2672,0.0062,lgbm
Callum Hudson-Odoi,xag_p90,0.119,0.1593,0.0403,lgbm
Thiago Alcántara,xag_p90,0.0789,0.0805,0.0015,lgbm
Ibrahima Konaté,xag_p90,0.0058,0.0224,0.0166,lgbm
Edimilson Fernandes,xag_p90,0.048,0.0659,0.0179,lgbm
Manuel Akanji,xag_p90,0.0157,0.032,0.0163,lgbm
João Cancelo,xag_p90,0.0636,0.0716,0.008,lgbm
Erling Haaland,xag_p90,0.1723,0.1395,0.0327,lgbm
Marcel Sabitzer,xag_p90,0.1292,0.1613,0.0321,lgbm
Jadon Sancho,xag_p90,0.2669,0.2674,0.0005,lgbm
Wout Weghorst,xag_p90,0.1355,0.1431,0.0076,lgbm
Mattéo Guendouzi,xag_p90,0.0897,0.0943,0.0046,lgbm
Sead Kolašinac,xag_p90,0.0366,0.0565,0.0199,lgbm
Divock Origi,xag_p90,0.1052,0.0956,0.0095,lgbm
Joelinton,xag_p90,0.0812,0.0773,0.0038,lgbm
Taiwo Awoniyi,xag_p90,0.0705,0.054,0.0166,lgbm
Felipe,xag_p90,0.0571,0.0573,0.0002,lgbm
Orel Mangala,xag_p90,0.0232,0.0201,0.0031,lgbm
Moussa Niakhate,xag_p90,0.0077,0.0113,0.0036,lgbm
Joško Gvardiol,xag_p90,0.0249,0.0313,0.0064,lgbm
Christopher Nkunku,xag_p90,0.204,0.2175,0.0135,lgbm
Dominik Szoboszlai,xag_p90,0.2983,0.298,0.0003,lgbm
Timo Werner,xag_p90,0.144,0.1299,0.0141,lgbm
Sepp van den Berg,xag_p90,0.0129,0.02,0.007,lgbm
Maya Yoshida,xag_p90,0.0035,0.0202,0.0167,lgbm
Armel Bella Kotchap,xag_p90,0.0479,0.0287,0.0192,lgbm
Wataru Endo,xag_p90,0.1448,0.1291,0.0157,lgbm
Konstantinos Mavropanos,xag_p90,0.0433,0.036,0.0073,lgbm
Eric Dier,xag_p90,0.0383,0.024,0.0143,lgbm
Harry Kane,xag_p90,0.185,0.1749,0.0101,lgbm
Ivan Perišić,xag_p90,0.2604,0.2469,0.0135,lgbm
Ryan Sessegnon,xag_p90,0.1218,0.1222,0.0004,lgbm
Nicolás González,xag_p90,0.0833,0.0792,0.0041,lgbm
Justin Kluivert,xag_p90,0.1493,0.1454,0.0039,lgbm
Niclas Füllkrug,xag_p90,0.1308,0.1265,0.0043,lgbm
Thilo Kehrer,xag_p90,0.0242,0.0329,0.0087,lgbm
Maxence Lacroix,xag_p90,0.0055,0.0132,0.0077,lgbm
Omar Marmoush,xag_p90,0.0,0.0089,0.0089,lgbm
Micky van de Ven,xag_p90,0.0424,0.0301,0.0124,lgbm
Matheus Cunha,xag_p90,0.056,0.0535,0.0025,lgbm
Kai Havertz,xag_p90,0.1503,0.1719,0.0215,lgbm
Leon Bailey,xag_p90,0.4004,0.3756,0.0248,lgbm
Moussa Diaby,xag_p90,0.2732,0.2556,0.0176,lgbm
Sead Kolašinac,xag_p90,0.0455,0.0301,0.0153,lgbm
