Player,Squad,Comp,Pos,Min,Gls,xG,npxG,Ast,xAG,Sh/90,SoT/90,PrgC,PrgP,PrgR,Cmp%,KP,xA,TklW,Int,Tkl+Int,Clr,Succ%,Carries,Touches,Gls_pct,xG_pct,npxG_pct,Ast_pct,xAG_pct,Sh/90_pct,SoT/90_pct,PrgC_pct,PrgP_pct,PrgR_pct,Cmp%_pct,KP_pct,xA_pct,TklW_pct,Int_pct,Tkl+Int_pct,Clr_pct,Succ%_pct,Carries_pct,Touches_pct
Jamie Gittens,Dortmund,de Bundesliga,"FW,MF",1776,8,3.6,3.6,3,2.5,2.64,1.22,113,42,180,76.5,21,4.1,19,10,41,4,45.0,627,873,0.906060606060606,0.7712121212121212,0.7893939393939394,0.7757575757575758,0.7333333333333333,0.906060606060606,0.9484848484848485,0.990909090909091,0.37424242424242427,0.9484848484848485,0.46060606060606063,0.706060606060606,0.8636363636363636,0.6318181818181818,0.44393939393939397,0.5363636363636364,0.03636363636363636,0.49516129032258066,0.6348484848484849,0.42727272727272725
Serge Gnabry,Bayern Munich,de Bundesliga,"FW,MF",1242,7,7.5,6.8,5,5.1,3.48,1.23,44,48,149,83.4,24,4.3,11,6,26,9,45.0,468,758,0.8803030303030303,0.9212121212121213,0.9242424242424242,0.8924242424242425,0.9303030303030303,0.9757575757575757,0.9515151515151515,0.8090909090909091,0.4409090909090909,0.9090909090909091,0.7393939393939394,0.7636363636363637,0.8818181818181818,0.36666666666666664,0.28939393939393937,0.3515151515151515,0.13636363636363635,0.49516129032258066,0.4212121212121212,0.3212121212121212
João Gomes,Wolves,eng Premier League,MF,2974,3,2.9,2.9,1,1.2,1.06,0.21,59,165,76,85.0,23,1.9,71,25,141,33,46.2,1059,1998,0.7059620596205962,0.6964769647696477,0.7113821138211383,0.44986449864498645,0.44986449864498645,0.5460704607046071,0.44173441734417346,0.7845528455284553,0.9512195121951219,0.6124661246612466,0.7032520325203252,0.6978319783197832,0.6517615176151762,0.991869918699187,0.7953929539295393,0.986449864498645,0.5338753387533876,0.5730659025787965,0.8617886178861789,0.8888888888888888
Rodrigo Gomes,Wolves,eng Premier League,"DF,FW",810,2,0.7,0.7,0,0.9,0.78,0.33,23,27,81,68.6,12,0.7,15,7,30,20,33.3,217,417,0.6029810298102981,0.3021680216802168,0.3048780487804878,0.17344173441734417,0.3617886178861789,0.44850948509485095,0.5663956639566395,0.4742547425474255,0.1978319783197832,0.6585365853658537,0.0921409214092141,0.43766937669376693,0.3170731707317073,0.44579945799457993,0.3224932249322493,0.37262872628726285,0.3617886178861789,0.1991404011461318,0.08130081300813008,0.0948509485094851
Toti Gomes,Wolves,eng Premier League,DF,2614,0,0.7,0.7,1,0.9,0.24,0.07,27,86,18,85.9,9,0.6,43,25,86,152,62.5,1205,2027,0.17615176151761516,0.3021680216802168,0.3048780487804878,0.44986449864498645,0.3617886178861789,0.13550135501355012,0.1951219512195122,0.521680216802168,0.6842818428184282,0.3252032520325203,0.7466124661246613,0.34552845528455284,0.2777777777777778,0.9146341463414634,0.7953929539295393,0.8536585365853658,0.9566395663956639,0.8567335243553008,0.9214092140921409,0.9024390243902439
Nicolás González,Manchester City,eng Premier League,MF,760,1,0.5,0.5,0,0.1,1.07,0.24,9,50,11,92.0,1,0.5,6,8,24,21,16.7,425,713,0.44579945799457993,0.23441734417344173,0.23577235772357724,0.17344173441734417,0.0989159891598916,0.551490514905149,0.483739837398374,0.21680216802168023,0.3956639566395664,0.2804878048780488,0.9661246612466124,0.06504065040650407,0.23712737127371275,0.17750677506775067,0.3617886178861789,0.2859078590785908,0.3780487804878049,0.03868194842406877,0.31029810298102983,0.27371273712737126
Anthony Gordon,Newcastle Utd,eng Premier League,"FW,MF",2434,6,8.0,6.5,5,5.0,2.11,0.59,121,98,214,73.3,51,5.1,18,7,39,9,36.9,818,1267,0.8455284552845529,0.9105691056910569,0.8861788617886179,0.8699186991869918,0.8997289972899729,0.8211382113821138,0.7289972899728997,0.967479674796748,0.7317073170731707,0.940379403794038,0.2073170731707317,0.9336043360433605,0.9322493224932249,0.505420054200542,0.3224932249322493,0.47560975609756095,0.13279132791327913,0.27793696275071633,0.7154471544715447,0.6124661246612466
Leon Goretzka,Bayern Munich,de Bundesliga,"MF,DF",1325,4,2.8,2.8,1,1.7,2.17,0.75,35,127,28,89.9,12,2.4,11,20,41,25,87.5,794,1373,0.7924242424242425,0.7090909090909091,0.7181818181818181,0.4575757575757576,0.6212121212121212,0.803030303030303,0.7954545454545454,0.7333333333333333,0.8818181818181818,0.36515151515151517,0.946969696969697,0.4818181818181818,0.696969696969697,0.36666666666666664,0.7181818181818181,0.5363636363636364,0.4257575757575758,0.9435483870967742,0.7636363636363637,0.7151515151515152
Mario Götze,Eint Frankfurt,de Bundesliga,"MF,FW",1542,3,2.9,2.9,2,3.1,0.47,0.29,29,88,96,77.5,34,1.9,28,7,48,8,39.1,617,986,0.7318181818181818,0.7242424242424242,0.7348484848484849,0.656060606060606,0.7984848484848485,0.2409090909090909,0.5515151515151515,0.6666666666666666,0.7106060606060606,0.7424242424242424,0.5075757575757576,0.8818181818181818,0.603030303030303,0.8515151515151516,0.3242424242424242,0.6257575757575757,0.11060606060606061,0.29354838709677417,0.6242424242424243,0.5121212121212121
Jeffrey Gouweleeuw,Augsburg,de Bundesliga,DF,2944,1,1.7,0.9,4,2.2,0.52,0.12,24,142,19,82.6,14,3.0,28,35,85,183,58.3,1169,2061,0.42727272727272725,0.5742424242424242,0.3560606060606061,0.843939393939394,0.7136363636363636,0.2818181818181818,0.2924242424242424,0.5681818181818182,0.9318181818181818,0.30757575757575756,0.7045454545454546,0.5515151515151515,0.7727272727272727,0.8515151515151516,0.9075757575757576,0.9242424242424242,0.990909090909091,0.7887096774193548,0.9333333333333333,0.9212121212121213
Kamil Grabara,Wolfsburg,de Bundesliga,GK,2585,0,0.0,0.0,0,0.0,0.0,0.0,0,2,0,69.4,2,0.1,0,0,0,16,100.0,708,1224,0.16515151515151516,0.04090909090909091,0.04242424242424243,0.1712121212121212,0.03939393939393939,0.03939393939393939,0.07272727272727272,0.04090909090909091,0.06060606060606061,0.04090909090909091,0.1803030303030303,0.09848484848484848,0.05454545454545454,0.03484848484848485,0.04242424242424243,0.025757575757575757,0.2833333333333333,0.9741935483870968,0.7090909090909091,0.6545454545454545
Ryan Gravenberch,Liverpool,eng Premier League,MF,3160,0,1.1,1.1,4,3.1,0.57,0.14,70,181,55,89.2,26,3.5,35,60,129,59,45.7,1396,2343,0.17615176151761516,0.41192411924119243,0.4146341463414634,0.8211382113821138,0.7696476964769647,0.34959349593495936,0.33875338753387535,0.8536585365853658,0.959349593495935,0.5392953929539296,0.8848238482384824,0.7466124661246613,0.8319783197831978,0.8414634146341463,0.994579945799458,0.9796747967479674,0.7493224932249323,0.5415472779369628,0.964769647696477,0.959349593495935
Archie Gray,Tottenham,eng Premier League,"DF,MF",1751,0,0.0,0.0,0,0.1,0.05,0.05,7,40,17,87.4,3,0.2,8,19,35,50,53.8,878,1286,0.17615176151761516,0.044715447154471545,0.044715447154471545,0.17344173441734417,0.0989159891598916,0.08401084010840108,0.15989159891598917,0.18157181571815717,0.31842818428184283,0.31978319783197834,0.8089430894308943,0.15040650406504066,0.12737127371273713,0.23848238482384823,0.6653116531165312,0.4268292682926829,0.6829268292682927,0.7779369627507163,0.7723577235772358,0.6341463414634146
Jack Grealish,Manchester City,eng Premier League,"FW,MF",721,1,1.1,1.1,1,1.8,1.87,0.62,69,52,118,87.6,24,1.7,5,2,11,6,44.8,376,521,0.44579945799457993,0.41192411924119243,0.4146341463414634,0.44986449864498645,0.5948509485094851,0.7669376693766937,0.7466124661246613,0.8468834688346883,0.43089430894308944,0.7886178861788617,0.8224932249322493,0.7168021680216802,0.6111111111111112,0.14092140921409213,0.12330623306233063,0.11382113821138211,0.06504065040650407,0.502865329512894,0.26151761517615174,0.14905149051490515
Jacob Greaves,Ipswich Town,eng Premier League,DF,2205,1,1.3,1.3,0,0.3,0.41,0.16,11,69,11,85.8,5,0.2,21,21,61,148,66.7,619,1404,0.44579945799457993,0.47289972899729,0.47560975609756095,0.17344173441734417,0.17750677506775067,0.22086720867208673,0.3821138211382114,0.24661246612466126,0.5772357723577236,0.2804878048780488,0.7411924119241192,0.2181571815718157,0.12737127371273713,0.5962059620596206,0.7154471544715447,0.6639566395663956,0.9539295392953929,0.8825214899713467,0.5176151761517616,0.7018970189701897
Michael Gregoritsch,Freiburg,de Bundesliga,FW,639,2,1.8,1.8,1,0.4,2.25,0.85,6,19,36,63.3,5,0.7,2,1,5,10,57.1,94,220,0.6060606060606061,0.5984848484848485,0.6045454545454545,0.4575757575757576,0.22121212121212122,0.8272727272727273,0.8454545454545455,0.1787878787878788,0.1409090909090909,0.4318181818181818,0.051515151515151514,0.21666666666666667,0.25757575757575757,0.09696969696969697,0.10303030303030303,0.09393939393939393,0.1606060606060606,0.7645161290322581,0.0030303030303030303,0.006060606060606061
Vincenzo Grifo,Freiburg,de Bundesliga,"FW,MF",2432,8,7.9,5.6,11,6.9,2.33,0.96,58,128,147,76.7,66,8.0,22,9,39,23,55.6,939,1768,0.906060606060606,0.9393939393939394,0.8984848484848484,0.9939393939393939,0.9787878787878788,0.8424242424242424,0.8742424242424243,0.9,0.8893939393939394,0.906060606060606,0.4696969696969697,0.9878787878787879,0.9757575757575757,0.7121212121212122,0.40454545454545454,0.49696969696969695,0.39090909090909093,0.7354838709677419,0.8575757575757575,0.8575757575757575
Florian Grillitsch,Hoffenheim,de Bundesliga,MF,601,0,0.2,0.2,0,0.2,0.9,0.15,4,44,4,86.6,5,0.8,9,8,23,18,41.7,270,488,0.16515151515151516,0.13636363636363635,0.1393939393939394,0.1712121212121212,0.1409090909090909,0.5272727272727272,0.3484848484848485,0.14545454545454545,0.3939393939393939,0.14696969696969697,0.8454545454545455,0.21666666666666667,0.2878787878787879,0.27424242424242423,0.36363636363636365,0.3151515151515151,0.32575757575757575,0.38870967741935486,0.17272727272727273,0.1393939393939394
Álex Grimaldo,Leverkusen,de Bundesliga,DF,2636,2,2.5,2.5,7,8.1,1.5,0.44,86,160,252,81.2,73,8.6,14,16,40,43,40.0,1310,2365,0.6060606060606061,0.6863636363636364,0.6924242424242424,0.9484848484848485,0.990909090909091,0.6909090909090909,0.6409090909090909,0.9696969696969697,0.9545454545454546,0.9878787878787879,0.6666666666666666,0.9939393939393939,0.9803030303030303,0.4893939393939394,0.6196969696969697,0.5166666666666667,0.6075757575757575,0.3338709677419355,0.9515151515151515,0.9757575757575757
Pascal Groß,Dortmund,de Bundesliga,"MF,DF",2327,0,2.4,2.4,9,5.1,1.04,0.27,41,178,122,80.7,57,6.4,28,9,53,30,33.3,1149,2178,0.16515151515151516,0.6803030303030303,0.6863636363636364,0.9818181818181818,0.9303030303030303,0.5636363636363636,0.5151515151515151,0.7863636363636364,0.9727272727272728,0.8242424242424242,0.6318181818181818,0.9712121212121212,0.9606060606060606,0.8515151515151516,0.40454545454545454,0.6772727272727272,0.4984848484848485,0.1774193548387097,0.9303030303030303,0.9606060606060606
Brajan Gruda,Brighton,eng Premier League,"MF,FW",687,1,1.2,1.2,4,2.1,1.44,0.66,22,26,57,74.5,23,1.9,8,2,18,5,43.3,202,344,0.44579945799457993,0.44173441734417346,0.4444444444444444,0.8211382113821138,0.6504065040650406,0.6517615176151762,0.7615176151761518,0.44986449864498645,0.1856368563685637,0.5474254742547425,0.25745257452574527,0.6978319783197832,0.6517615176151762,0.23848238482384823,0.12330623306233063,0.18699186991869918,0.04607046070460705,0.46131805157593125,0.058265582655826556,0.04336043360433604
Marco Grüll,Werder Bremen,de Bundesliga,"FW,MF",1181,6,4.0,4.0,1,1.8,1.91,0.76,24,38,93,76.8,11,1.5,9,3,15,10,33.3,317,495,0.8560606060606061,0.8090909090909091,0.8212121212121212,0.4575757575757576,0.6439393939393939,0.7484848484848485,0.806060606060606,0.5681818181818182,0.3303030303030303,0.7181818181818181,0.4727272727272727,0.43787878787878787,0.48333333333333334,0.27424242424242423,0.1696969696969697,0.18787878787878787,0.1606060606060606,0.1774193548387097,0.24848484848484848,0.14545454545454545
Gonçalo Guedes,Wolves,eng Premier League,"MF,FW",995,2,3.2,3.2,4,1.3,2.44,0.72,41,40,79,74.2,14,0.9,5,5,21,4,32.1,304,484,0.6029810298102981,0.7195121951219512,0.7317073170731707,0.8211382113821138,0.481029810298103,0.8739837398373984,0.7872628726287263,0.6883468834688347,0.31842818428184283,0.6382113821138211,0.24254742547425473,0.491869918699187,0.38346883468834686,0.14092140921409213,0.23577235772357724,0.24390243902439024,0.03523035230352303,0.15759312320916904,0.17615176151761516,0.12195121951219512
Marc Guéhi,Crystal Palace,eng Premier League,DF,3059,3,2.0,2.0,2,1.8,0.44,0.21,22,134,10,83.5,16,2.0,34,28,89,163,80.0,1142,2131,0.7059620596205962,0.6084010840108401,0.6097560975609756,0.6273712737127372,0.5948509485094851,0.2506775067750677,0.44173441734417346,0.44986449864498645,0.8794037940379403,0.26558265582655827,0.6409214092140921,0.551490514905149,0.6747967479674797,0.8292682926829268,0.8482384823848238,0.8685636856368564,0.959349593495935,0.9240687679083095,0.9024390243902439,0.9214092140921409
Raphaël Guerreiro,Bayern Munich,de Bundesliga,"DF,MF",1572,4,2.9,2.9,4,2.9,1.2,0.63,39,85,126,88.7,27,4.7,12,10,29,19,50.0,820,1487,0.7924242424242425,0.7242424242424242,0.7348484848484849,0.843939393939394,0.7727272727272727,0.6181818181818182,0.740909090909091,0.7772727272727272,0.7015151515151515,0.8484848484848485,0.9181818181818182,0.8196969696969697,0.9015151515151515,0.4166666666666667,0.44393939393939397,0.3787878787878788,0.3393939393939394,0.6370967741935484,0.7818181818181819,0.7696969696969697
Morgan Guilavogui,St. Pauli,de Bundesliga,"FW,MF",1807,6,7.1,7.1,2,1.9,2.04,0.75,42,41,135,65.9,27,2.4,17,13,45,33,43.8,384,832,0.8560606060606061,0.9121212121212121,0.9378787878787879,0.656060606060606,0.6651515151515152,0.7696969696969697,0.7954545454545454,0.7954545454545454,0.3621212121212121,0.8636363636363636,0.10151515151515152,0.8196969696969697,0.696969696969697,0.5818181818181818,0.5454545454545454,0.5924242424242424,0.5287878787878788,0.45161290322580644,0.32272727272727275,0.396969696969697
Bruno Guimarães,Newcastle Utd,eng Premier League,MF,3271,5,4.3,4.3,6,6.1,1.24,0.36,64,271,96,82.4,52,5.4,47,29,112,44,43.6,1400,2213,0.8130081300813008,0.7886178861788617,0.7981029810298103,0.907859078590786,0.9336043360433605,0.6056910569105691,0.5962059620596206,0.8238482384823849,0.997289972899729,0.7303523035230353,0.5853658536585366,0.9417344173441734,0.94579945799458,0.9308943089430894,0.8590785907859079,0.9376693766937669,0.6382113821138211,0.4699140401146132,0.967479674796748,0.940379403794038
Serhou Guirassy,Dortmund,de Bundesliga,FW,2598,21,22.7,19.6,4,3.9,2.98,1.14,25,43,128,72.7,25,3.1,6,4,11,38,28.2,528,965,0.9954545454545455,1.0,1.0,0.843939393939394,0.8727272727272727,0.9454545454545454,0.9242424242424242,0.5984848484848485,0.38484848484848483,0.8545454545454545,0.3181818181818182,0.7833333333333333,0.7772727272727272,0.1893939393939394,0.20757575757575758,0.14545454545454545,0.5833333333333334,0.1,0.5212121212121212,0.49696969696969695
Péter Gulácsi,RB Leipzig,de Bundesliga,GK,2631,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,82.1,0,0.0,1,0,1,16,,518,994,0.16515151515151516,0.04090909090909091,0.04242424242424243,0.1712121212121212,0.03939393939393939,0.03939393939393939,0.07272727272727272,0.04090909090909091,0.01818181818181818,0.04090909090909091,0.6772727272727272,0.02727272727272727,0.01818181818181818,0.07727272727272727,0.04242424242424243,0.05909090909090909,0.2833333333333333,,0.503030303030303,0.5196969696969697
İlkay Gündoğan,Manchester City,eng Premier League,MF,2223,1,3.2,3.2,6,3.5,1.09,0.28,64,127,96,89.5,44,4.4,13,13,38,23,41.5,1118,1892,0.44579945799457993,0.7195121951219512,0.7317073170731707,0.907859078590786,0.8021680216802168,0.5623306233062331,0.5121951219512195,0.8238482384823849,0.8523035230352304,0.7303523035230353,0.8970189701897019,0.8943089430894309,0.8915989159891599,0.38482384823848237,0.5365853658536586,0.46070460704607047,0.4105691056910569,0.4068767908309456,0.8875338753387534,0.8590785907859079
Christian Günter,Freiburg,de Bundesliga,DF,2314,2,0.8,0.6,2,2.5,0.82,0.23,19,52,109,74.5,28,4.2,21,8,31,50,33.3,559,1304,0.6060606060606061,0.31363636363636366,0.2545454545454545,0.656060606060606,0.7333333333333333,0.47424242424242424,0.4666666666666667,0.46515151515151515,0.48484848484848486,0.7818181818181819,0.3878787878787879,0.8409090909090909,0.8757575757575757,0.6818181818181818,0.36363636363636365,0.4015151515151515,0.6515151515151515,0.1774193548387097,0.5727272727272728,0.6878787878787879
Malo Gusto,Chelsea,eng Premier League,DF,1862,0,1.7,1.7,1,1.4,1.06,0.19,50,119,85,86.5,22,1.9,29,24,69,49,25.0,882,1595,0.17615176151761516,0.5636856368563685,0.5636856368563685,0.44986449864498645,0.5067750677506775,0.5460704607046071,0.4146341463414634,0.7398373983739838,0.8238482384823849,0.6734417344173442,0.7682926829268293,0.6802168021680217,0.6517615176151762,0.7588075880758808,0.7791327913279132,0.7398373983739838,0.6707317073170732,0.08595988538681948,0.7777777777777778,0.7669376693766937
Joško Gvardiol,Manchester City,eng Premier League,DF,3277,5,4.6,4.3,0,2.1,1.1,0.33,91,264,121,90.2,26,2.9,39,44,102,122,58.1,1997,3103,0.8130081300813008,0.8062330623306233,0.7981029810298103,0.17344173441734417,0.6504065040650406,0.5663956639566395,0.5663956639566395,0.9037940379403794,0.994579945799458,0.8008130081300813,0.9200542005420054,0.7466124661246613,0.7953929539295393,0.8902439024390244,0.959349593495935,0.9051490514905149,0.9159891598915989,0.8166189111747851,1.0,0.997289972899729
Erling Haaland,Manchester City,eng Premier League,FW,2736,22,22.0,18.8,3,3.0,3.42,1.81,24,20,124,66.9,29,2.0,6,5,16,23,36.1,310,639,0.994579945799458,0.997289972899729,1.0,0.7439024390243902,0.7533875338753387,0.9701897018970189,0.997289972899729,0.489159891598916,0.15718157181571815,0.8102981029810298,0.08130081300813008,0.7804878048780488,0.6747967479674797,0.17750677506775067,0.23577235772357724,0.16666666666666666,0.4105691056910569,0.25787965616045844,0.1856368563685637,0.22493224932249323
Janik Haberer,Union Berlin,de Bundesliga,"MF,DF",1696,0,0.7,0.7,0,0.8,0.8,0.16,13,59,22,77.0,7,1.9,29,17,56,37,33.3,444,911,0.16515151515151516,0.2787878787878788,0.2878787878787879,0.1712121212121212,0.34545454545454546,0.4636363636363636,0.3621212121212121,0.32575757575757575,0.5515151515151515,0.32727272727272727,0.48484848484848486,0.29545454545454547,0.603030303030303,0.8803030303030303,0.6484848484848484,0.7075757575757575,0.5712121212121212,0.1774193548387097,0.38333333333333336,0.4575757575757576
Robin Hack,Gladbach,de Bundesliga,"FW,MF",2172,4,5.4,5.4,7,3.6,2.44,0.99,51,95,141,76.2,32,3.8,17,9,31,28,39.7,684,1186,0.7924242424242425,0.8696969696969697,0.8818181818181818,0.9484848484848485,0.8454545454545455,0.8606060606060606,0.8893939393939394,0.8575757575757575,0.7439393939393939,0.8818181818181818,0.453030303030303,0.8666666666666667,0.8424242424242424,0.5818181818181818,0.40454545454545454,0.4015151515151515,0.4696969696969697,0.31290322580645163,0.6848484848484848,0.6363636363636364
Amadou Haidara,RB Leipzig,de Bundesliga,MF,1320,0,1.4,1.4,1,0.9,1.23,0.07,7,65,24,80.2,5,1.2,17,18,48,56,58.3,505,1100,0.16515151515151516,0.4909090909090909,0.5,0.4575757575757576,0.37575757575757573,0.6318181818181818,0.20757575757575758,0.19393939393939394,0.6196969696969697,0.3393939393939394,0.6166666666666667,0.21666666666666667,0.4106060606060606,0.5818181818181818,0.6742424242424242,0.6257575757575757,0.7015151515151515,0.7887096774193548,0.4818181818181818,0.5818181818181818
Lewis Hall,Newcastle Utd,eng Premier League,DF,2189,0,0.4,0.4,4,4.3,0.45,0.04,41,123,80,81.7,34,3.7,41,18,76,75,52.4,950,1820,0.17615176151761516,0.1951219512195122,0.1951219512195122,0.8211382113821138,0.8455284552845529,0.2588075880758808,0.14498644986449866,0.6883468834688347,0.8333333333333334,0.6504065040650406,0.5528455284552846,0.8238482384823849,0.8509485094850948,0.9024390243902439,0.6436314363143631,0.7804878048780488,0.8116531165311653,0.7464183381088825,0.8184281842818428,0.8346883468834688
