Player,Squad,Comp,Pos,Min,Gls,xG,npxG,Ast,xAG,Sh/90,SoT/90,PrgC,PrgP,PrgR,Cmp%,KP,xA,TklW,Int,Tkl+Int,Clr,Succ%,Carries,Touches,Gls_pct,xG_pct,npxG_pct,Ast_pct,xAG_pct,Sh/90_pct,SoT/90_pct,PrgC_pct,PrgP_pct,PrgR_pct,Cmp%_pct,KP_pct,xA_pct,TklW_pct,Int_pct,Tkl+Int_pct,Clr_pct,Succ%_pct,Carries_pct,Touches_pct
James Tarkowski,Everton,eng Premier League,DF,2922,1,1.3,1.3,1,2.9,0.46,0.12,9,75,3,81.0,16,2.4,40,41,105,213,71.4,727,1706,0.44579945799457993,0.47289972899729,0.47560975609756095,0.44986449864498645,0.7398373983739838,0.2696476964769648,0.2981029810298103,0.21680216802168023,0.6205962059620597,0.15989159891598917,0.518970189701897,0.551490514905149,0.7303523035230353,0.8956639566395664,0.94579945799458,0.9200542005420054,0.991869918699187,0.9083094555873925,0.6178861788617886,0.8048780487804879
Marcus Tavernier,Bournemouth,eng Premier League,"FW,MF",1939,3,5.5,5.5,5,4.0,2.65,0.79,53,128,129,73.8,43,3.6,24,5,48,11,43.1,705,1196,0.7059620596205962,0.8441734417344173,0.8523035230352304,0.8699186991869918,0.8279132791327913,0.8929539295392954,0.8197831978319783,0.7601626016260162,0.8590785907859079,0.8346883468834688,0.23306233062330622,0.8861788617886179,0.8401084010840109,0.6680216802168022,0.23577235772357724,0.5718157181571816,0.1910569105691057,0.45558739255014324,0.6070460704607046,0.5745257452574526
Jack Taylor,Ipswich Town,eng Premier League,MF,860,1,0.7,0.7,0,0.5,1.99,0.42,11,43,23,82.9,5,0.8,10,9,29,24,36.4,254,534,0.44579945799457993,0.3021680216802168,0.3048780487804878,0.17344173441734417,0.24796747967479674,0.8048780487804879,0.6395663956639567,0.24661246612466126,0.34688346883468835,0.35907859078590787,0.6233062330623306,0.2181571815718157,0.35365853658536583,0.3035230352303523,0.3997289972899729,0.35501355013550134,0.4363143631436314,0.2607449856733524,0.11382113821138211,0.16260162601626016
Mathys Tel,Tottenham,eng Premier League,FW,911,2,3.0,2.2,1,2.6,2.17,0.79,28,21,72,69.5,14,1.5,6,2,18,8,28.3,266,414,0.6029810298102981,0.7032520325203252,0.6395663956639567,0.44986449864498645,0.7113821138211383,0.8346883468834688,0.8197831978319783,0.5311653116531165,0.16531165311653118,0.6016260162601627,0.10840108401084012,0.491869918699187,0.573170731707317,0.17750677506775067,0.12330623306233063,0.18699186991869918,0.11246612466124661,0.10888252148997135,0.12737127371273713,0.0921409214092141
Nathan Tella,Leverkusen,de Bundesliga,"MF,FW",1359,2,3.1,3.1,4,1.5,1.85,0.66,38,22,130,74.6,18,1.6,11,4,20,10,37.3,308,529,0.6060606060606061,0.740909090909091,0.7606060606060606,0.843939393939394,0.5666666666666667,0.7454545454545455,0.753030303030303,0.7727272727272727,0.17575757575757575,0.8590909090909091,0.3939393939393939,0.6333333333333333,0.5060606060606061,0.36666666666666664,0.20757575757575758,0.25303030303030305,0.1606060606060606,0.2629032258064516,0.23939393939393938,0.16666666666666666
Kenny Tete,Fulham,eng Premier League,DF,1774,0,1.4,1.4,2,0.9,1.22,0.1,34,63,54,80.8,9,0.7,38,32,88,67,45.0,611,1205,0.17615176151761516,0.497289972899729,0.4986449864498645,0.6273712737127372,0.3617886178861789,0.5975609756097561,0.25338753387533874,0.6124661246612466,0.5257452574525745,0.5338753387533876,0.5094850948509485,0.34552845528455284,0.3170731707317073,0.8807588075880759,0.8875338753387534,0.8617886178861789,0.7750677506775068,0.5100286532951289,0.5067750677506775,0.5826558265582655
Arthur Theate,Eint Frankfurt,de Bundesliga,DF,2704,0,2.4,2.4,0,1.0,1.2,0.3,50,171,24,82.6,13,1.7,25,39,75,170,76.9,1321,2230,0.16515151515151516,0.6803030303030303,0.6863636363636364,0.1712121212121212,0.4106060606060606,0.6181818181818182,0.5681818181818182,0.8454545454545455,0.9636363636363636,0.3393939393939394,0.7045454545454546,0.5166666666666667,0.5333333333333333,0.7909090909090909,0.946969696969697,0.8651515151515151,0.9833333333333333,0.9193548387096774,0.9575757575757575,0.9666666666666667
Luke Thomas,Leicester City,eng Premier League,DF,1110,0,0.4,0.4,0,0.5,0.41,0.0,5,37,16,78.4,9,0.5,25,21,52,49,50.0,371,775,0.17615176151761516,0.1951219512195122,0.1951219512195122,0.17344173441734417,0.24796747967479674,0.22086720867208673,0.06639566395663957,0.13685636856368563,0.29132791327913277,0.3130081300813008,0.4146341463414634,0.34552845528455284,0.23712737127371275,0.6924119241192412,0.7154471544715447,0.5989159891598916,0.6707317073170732,0.6848137535816619,0.25745257452574527,0.3035230352303523
Youri Tielemans,Aston Villa,eng Premier League,MF,3026,3,3.3,2.5,7,7.0,1.19,0.36,39,235,48,82.2,60,5.7,58,23,107,47,50.8,1288,2385,0.7059620596205962,0.7289972899728997,0.6747967479674797,0.9444444444444444,0.9607046070460704,0.5840108401084011,0.5962059620596206,0.6639566395663956,0.989159891598916,0.5149051490514905,0.5799457994579946,0.975609756097561,0.9539295392953929,0.9823848238482384,0.7588075880758808,0.9254742547425474,0.6544715447154471,0.7292263610315186,0.9417344173441734,0.964769647696477
Phillip Tietz,Augsburg,de Bundesliga,FW,1686,7,6.1,5.3,2,1.2,2.72,1.01,8,29,113,62.4,22,1.4,6,5,16,26,48.4,347,677,0.8803030303030303,0.9,0.8742424242424243,0.656060606060606,0.4893939393939394,0.9151515151515152,0.9,0.21666666666666667,0.23939393939393938,0.7924242424242425,0.03636363636363636,0.7303030303030303,0.4621212121212121,0.1893939393939394,0.2515151515151515,0.20909090909090908,0.44545454545454544,0.6064516129032258,0.2803030303030303,0.2878787878787879
Jurriën Timber,Arsenal,eng Premier League,DF,2417,1,1.2,1.2,3,0.8,0.52,0.15,57,146,104,85.6,17,1.3,38,22,80,44,45.3,890,1661,0.44579945799457993,0.44173441734417346,0.4444444444444444,0.7439024390243902,0.33875338753387535,0.3089430894308943,0.35772357723577236,0.7750677506775068,0.9132791327913279,0.7520325203252033,0.7317073170731707,0.5840108401084011,0.510840108401084,0.8807588075880759,0.7384823848238482,0.8170731707317073,0.6382113821138211,0.5229226361031518,0.7831978319783198,0.7886178861788617
Jean-Clair Todibo,West Ham,eng Premier League,DF,1825,0,0.4,0.4,0,0.0,0.25,0.0,9,38,5,87.9,2,0.1,28,26,73,83,56.3,760,1297,0.17615176151761516,0.1951219512195122,0.1951219512195122,0.17344173441734417,0.037940379403794036,0.14092140921409213,0.06639566395663957,0.21680216802168023,0.3021680216802168,0.1937669376693767,0.8414634146341463,0.10569105691056911,0.08265582655826559,0.7398373983739838,0.8116531165311653,0.7655826558265583,0.8523035230352304,0.8008595988538681,0.6558265582655827,0.6422764227642277
John Tolkin,Holstein Kiel,de Bundesliga,"DF,MF",737,0,0.1,0.1,2,0.7,0.37,0.0,6,17,12,67.9,11,1.1,11,8,26,54,50.0,174,479,0.16515151515151516,0.10151515151515152,0.10454545454545454,0.656060606060606,0.31212121212121213,0.18181818181818182,0.07272727272727272,0.1787878787878788,0.12575757575757576,0.25,0.13787878787878788,0.43787878787878787,0.37424242424242427,0.36666666666666664,0.36363636363636365,0.3515151515151515,0.6848484848484848,0.6370967741935484,0.03636363636363636,0.12727272727272726
Tiago Tomás,Wolfsburg,de Bundesliga,"FW,MF",1884,6,5.4,5.4,1,2.6,2.01,0.96,31,50,125,69.3,20,1.5,19,9,42,19,36.3,503,782,0.8560606060606061,0.8696969696969697,0.8818181818181818,0.4575757575757576,0.7439393939393939,0.7666666666666667,0.8742424242424243,0.693939393939394,0.46060606060606063,0.843939393939394,0.1712121212121212,0.6757575757575758,0.48333333333333334,0.6318181818181818,0.40454545454545454,0.5484848484848485,0.3393939393939394,0.23225806451612904,0.47575757575757577,0.3484848484848485
Sandro Tonali,Newcastle Utd,eng Premier League,MF,2630,4,4.4,4.4,2,2.2,1.2,0.41,37,128,53,83.7,28,2.8,32,34,85,33,54.1,979,1818,0.7710027100271003,0.7953929539295393,0.8048780487804879,0.6273712737127372,0.6666666666666666,0.592140921409214,0.6287262872628726,0.6422764227642277,0.8590785907859079,0.5271002710027101,0.6544715447154471,0.7710027100271003,0.7831978319783198,0.8062330623306233,0.9092140921409214,0.8495934959349594,0.5338753387533876,0.7822349570200573,0.8360433604336044,0.8319783197831978
Pau Torres,Aston Villa,eng Premier League,DF,2020,0,0.5,0.5,0,0.1,0.36,0.09,40,97,8,88.9,3,0.4,15,10,31,75,88.2,965,1518,0.17615176151761516,0.23441734417344173,0.23577235772357724,0.17344173441734417,0.0989159891598916,0.1937669376693767,0.23577235772357724,0.6775067750677507,0.7222222222222222,0.24661246612466126,0.8807588075880759,0.15040650406504066,0.20596205962059622,0.44579945799457993,0.4349593495934959,0.3902439024390244,0.8116531165311653,0.9369627507163324,0.8292682926829268,0.7398373983739838
Bazoumana Touré,Hoffenheim,de Bundesliga,"FW,MF",609,0,1.4,1.4,3,1.9,2.81,0.74,24,14,56,66.8,13,1.8,10,3,15,2,54.5,183,291,0.16515151515151516,0.4909090909090909,0.5,0.7757575757575758,0.6651515151515152,0.9227272727272727,0.7863636363636364,0.5681818181818182,0.1,0.543939393939394,0.11818181818181818,0.5166666666666667,0.5666666666666667,0.3106060606060606,0.1696969696969697,0.18787878787878787,0.012121212121212121,0.717741935483871,0.045454545454545456,0.015151515151515152
Adama Traoré,Fulham,eng Premier League,"FW,MF",1772,2,4.0,4.0,7,4.9,1.98,0.61,100,68,161,72.2,42,4.5,13,1,21,6,49.5,538,801,0.6029810298102981,0.7696476964769647,0.7764227642276422,0.9444444444444444,0.8861788617886179,0.8008130081300813,0.7398373983739838,0.926829268292683,0.5663956639566395,0.8766937669376694,0.17886178861788618,0.8780487804878049,0.8970189701897019,0.38482384823848237,0.08672086720867209,0.24390243902439024,0.06504065040650407,0.6432664756446992,0.43089430894308944,0.3224932249322493
Omar Traoré,Heidenheim,de Bundesliga,DF,2616,0,0.5,0.5,1,1.6,0.55,0.1,103,117,115,70.7,20,3.3,26,21,71,66,39.1,922,1712,0.16515151515151516,0.2196969696969697,0.22727272727272727,0.4575757575757576,0.5954545454545455,0.29545454545454547,0.2545454545454545,0.9833333333333333,0.8469696969696969,0.8,0.2636363636363636,0.6757575757575758,0.7984848484848485,0.8090909090909091,0.7393939393939394,0.8303030303030303,0.7727272727272727,0.29354838709677417,0.8515151515151516,0.8454545454545455
Kevin Trapp,Eint Frankfurt,de Bundesliga,GK,2295,0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,73.2,0,0.0,0,0,0,13,,642,1001,0.16515151515151516,0.04090909090909091,0.04242424242424243,0.1712121212121212,0.03939393939393939,0.03939393939393939,0.07272727272727272,0.04090909090909091,0.045454545454545456,0.04090909090909091,0.33636363636363636,0.02727272727272727,0.01818181818181818,0.03484848484848485,0.04242424242424243,0.025757575757575757,0.21666666666666667,,0.6590909090909091,0.5272727272727272
Philipp Treu,St. Pauli,de Bundesliga,"MF,DF",2881,0,1.2,1.2,2,2.5,0.59,0.12,58,105,117,80.0,22,2.8,42,19,80,87,33.3,825,1867,0.16515151515151516,0.43636363636363634,0.44545454545454544,0.656060606060606,0.7333333333333333,0.31212121212121213,0.2924242424242424,0.9,0.7924242424242425,0.8075757575757576,0.6015151515151516,0.7303030303030303,0.759090909090909,0.9696969696969697,0.696969696969697,0.8863636363636364,0.8363636363636363,0.1774193548387097,0.7909090909090909,0.8848484848484849
Christopher Trimmel,Union Berlin,de Bundesliga,"DF,MF",1740,0,0.2,0.2,3,2.1,0.47,0.16,18,73,45,60.5,35,3.2,25,18,56,92,25.0,365,979,0.16515151515151516,0.13636363636363635,0.1393939393939394,0.7757575757575758,0.6954545454545454,0.2409090909090909,0.3621212121212121,0.44393939393939397,0.6636363636363637,0.4863636363636364,0.019696969696969695,0.896969696969697,0.7863636363636364,0.7909090909090909,0.6742424242424242,0.7075757575757575,0.8515151515151516,0.06935483870967742,0.3,0.5045454545454545
Kieran Trippier,Newcastle Utd,eng Premier League,DF,1309,0,0.1,0.1,3,1.4,0.28,0.0,26,117,58,82.5,22,1.5,21,12,50,49,50.0,609,1388,0.17615176151761516,0.0989159891598916,0.0989159891598916,0.7439024390243902,0.5067750677506775,0.14905149051490515,0.06639566395663957,0.5094850948509485,0.8102981029810298,0.55420054200542,0.5907859078590786,0.6802168021680217,0.573170731707317,0.5962059620596206,0.502710027100271,0.5907859078590786,0.6707317073170732,0.6848137535816619,0.5013550135501355,0.6964769647696477
Leandro Trossard,Arsenal,eng Premier League,FW,2546,8,7.2,7.2,7,6.1,2.55,0.74,80,101,226,74.5,41,4.1,20,9,40,18,44.2,828,1278,0.8983739837398373,0.8943089430894309,0.9037940379403794,0.9444444444444444,0.9336043360433605,0.8834688346883469,0.8035230352303523,0.8807588075880759,0.7411924119241192,0.9525745257452575,0.25745257452574527,0.8672086720867209,0.8766937669376694,0.5691056910569106,0.3997289972899729,0.489159891598916,0.3319783197831978,0.4799426934097421,0.7371273712737128,0.6287262872628726
Kostas Tsimikas,Liverpool,eng Premier League,DF,837,0,0.4,0.4,1,2.1,0.43,0.22,17,76,43,84.1,16,2.3,20,11,42,20,41.7,368,741,0.17615176151761516,0.1951219512195122,0.1951219512195122,0.44986449864498645,0.6504065040650406,0.24254742547425473,0.45934959349593496,0.37533875338753386,0.6327913279132791,0.483739837398374,0.6734417344173442,0.551490514905149,0.7181571815718157,0.5691056910569106,0.470189701897019,0.5094850948509485,0.3617886178861789,0.41260744985673353,0.2506775067750677,0.2899728997289973
Axel Tuanzebe,Ipswich Town,eng Premier League,DF,1710,0,0.2,0.2,1,0.3,0.21,0.0,10,61,15,83.8,5,0.3,19,23,54,56,40.0,402,971,0.17615176151761516,0.12737127371273713,0.12737127371273713,0.44986449864498645,0.17750677506775067,0.11924119241192412,0.06639566395663957,0.23170731707317074,0.5013550135501355,0.3048780487804878,0.6626016260162602,0.2181571815718157,0.17344173441734417,0.5365853658536586,0.7588075880758808,0.6070460704607046,0.7317073170731707,0.3553008595988539,0.2899728997289973,0.43902439024390244
Tuta,Eint Frankfurt,de Bundesliga,"DF,MF",2274,2,1.1,1.1,1,0.3,0.51,0.2,11,78,12,87.7,4,0.7,27,40,84,135,76.5,1007,1772,0.6060606060606061,0.403030303030303,0.4121212121212121,0.4575757575757576,0.1893939393939394,0.2696969696969697,0.4121212121212121,0.2833333333333333,0.6772727272727272,0.25,0.8833333333333333,0.18636363636363637,0.25757575757575757,0.8272727272727273,0.9515151515151515,0.9166666666666666,0.9409090909090909,0.9161290322580645,0.8939393939393939,0.8636363636363636
Destiny Udogie,Tottenham,eng Premier League,DF,1924,0,0.3,0.3,1,1.5,0.23,0.05,54,121,94,87.2,16,1.2,47,22,97,36,40.6,758,1376,0.17615176151761516,0.15718157181571815,0.15718157181571815,0.44986449864498645,0.535230352303523,0.12601626016260162,0.15989159891598917,0.7642276422764228,0.8292682926829268,0.7086720867208672,0.7967479674796748,0.551490514905149,0.47560975609756095,0.9308943089430894,0.7384823848238482,0.8956639566395664,0.5704607046070461,0.3839541547277937,0.6517615176151762,0.6869918699186992
Manuel Ugarte Ribeiro,Manchester Utd,eng Premier League,MF,1785,1,1.0,1.0,2,1.1,0.96,0.2,16,61,20,87.9,10,0.7,49,27,104,17,56.3,668,1161,0.44579945799457993,0.3875338753387534,0.3902439024390244,0.6273712737127372,0.4146341463414634,0.524390243902439,0.42953929539295393,0.35501355013550134,0.5013550135501355,0.33875338753387535,0.8414634146341463,0.38482384823848237,0.3170731707317073,0.9417344173441734,0.8306233062330624,0.9146341463414634,0.3170731707317073,0.8008595988538681,0.5853658536585366,0.55420054200542
Lesley Ugochukwu,Southampton,eng Premier League,MF,1655,1,0.9,0.9,1,1.0,0.54,0.05,29,49,20,85.0,14,0.6,24,14,64,23,67.9,479,879,0.44579945799457993,0.3699186991869919,0.37262872628726285,0.44986449864498645,0.3875338753387534,0.3224932249322493,0.15989159891598917,0.551490514905149,0.38346883468834686,0.33875338753387535,0.7032520325203252,0.491869918699187,0.2777777777777778,0.6680216802168022,0.5704607046070461,0.6897018970189702,0.4105691056910569,0.8968481375358166,0.3604336043360434,0.37669376693766937
Lukas Ullrich,Gladbach,de Bundesliga,DF,1903,1,0.9,0.9,2,1.8,0.38,0.09,31,39,71,76.1,8,1.9,16,23,48,74,33.3,531,1073,0.42727272727272725,0.35,0.3560606060606061,0.656060606060606,0.6439393939393939,0.1893939393939394,0.23787878787878788,0.693939393939394,0.3409090909090909,0.6303030303030303,0.44696969696969696,0.33181818181818185,0.603030303030303,0.5424242424242425,0.7742424242424243,0.6257575757575757,0.796969696969697,0.1774193548387097,0.5318181818181819,0.5696969696969697
Deniz Undav,Stuttgart,de Bundesliga,"FW,MF",1726,9,11.7,11.7,3,3.6,3.91,1.62,31,70,141,73.2,26,3.8,10,3,14,10,41.7,469,797,0.9257575757575758,0.9757575757575757,0.9787878787878788,0.7757575757575758,0.8454545454545455,0.9878787878787879,0.990909090909091,0.693939393939394,0.6530303030303031,0.8818181818181818,0.33636363636363636,0.8,0.8424242424242424,0.3106060606060606,0.1696969696969697,0.1696969696969697,0.1606060606060606,0.38870967741935486,0.42424242424242425,0.3606060606060606
Dayot Upamecano,Bayern Munich,de Bundesliga,DF,1759,2,1.2,1.2,0,0.5,0.67,0.31,17,137,4,93.9,7,1.2,22,34,70,45,50.0,1440,2101,0.6060606060606061,0.43636363636363634,0.44545454545454544,0.1712121212121212,0.24696969696969698,0.35909090909090907,0.5772727272727273,0.42424242424242425,0.9030303030303031,0.14696969696969697,1.0,0.29545454545454547,0.4106060606060606,0.7121212121212122,0.9015151515151515,0.8212121212121212,0.6212121212121212,0.6370967741935484,0.9787878787878788,0.9378787878787879
Jonas Urbig,Bayern Munich,de Bundesliga,GK,720,0,0.0,0.0,0,0.0,0.0,0.0,0,3,0,81.1,0,0.1,0,0,0,9,,201,310,0.16515151515151516,0.04090909090909091,0.04242424242424243,0.1712121212121212,0.03939393939393939,0.03939393939393939,0.07272727272727272,0.04090909090909091,0.0696969696969697,0.04090909090909091,0.6590909090909091,0.02727272727272727,0.05454545454545454,0.03484848484848485,0.04242424242424243,0.025757575757575757,0.13636363636363635,,0.08181818181818182,0.02878787878787879
Can Uzun,Eint Frankfurt,de Bundesliga,"MF,FW",675,4,3.0,3.0,1,1.1,3.6,1.47,11,42,45,79.9,14,1.1,4,1,11,3,50.0,265,395,0.7924242424242425,0.7333333333333333,0.7484848484848485,0.4575757575757576,0.45454545454545453,0.9787878787878788,0.9727272727272728,0.2833333333333333,0.37424242424242427,0.4863636363636364,0.593939393939394,0.5515151515151515,0.37424242424242427,0.1409090909090909,0.10303030303030303,0.14545454545454545,0.024242424242424242,0.6370967741935484,0.1621212121212121,0.08181818181818182
Josha Vagnoman,Stuttgart,de Bundesliga,"DF,MF",1834,1,1.5,1.5,1,2.1,0.74,0.29,24,47,96,80.4,22,2.2,14,14,40,57,28.6,541,1105,0.42727272727272725,0.5257575757575758,0.5348484848484848,0.4575757575757576,0.6954545454545454,0.40606060606060607,0.5515151515151515,0.5681818181818182,0.42727272727272725,0.7424242424242424,0.6227272727272727,0.7303030303030303,0.6666666666666666,0.4893939393939394,0.5681818181818182,0.5166666666666667,0.7121212121212122,0.10483870967741936,0.5545454545454546,0.5863636363636363
Siebe Van Der Heyden,St. Pauli,de Bundesliga,"DF,MF",872,1,1.7,1.7,0,0.0,0.31,0.21,10,28,26,79.3,2,0.2,10,17,34,43,20.0,265,602,0.42727272727272725,0.5742424242424242,0.5803030303030303,0.1712121212121212,0.03939393939393939,0.16363636363636364,0.4318181818181818,0.2590909090909091,0.22424242424242424,0.35,0.5848484848484848,0.09848484848484848,0.08636363636363636,0.3106060606060606,0.6484848484848484,0.44393939393939397,0.6075757575757575,0.043548387096774194,0.1621212121212121,0.23636363636363636
Virgil van Dijk,Liverpool,eng Premier League,DF,3330,3,2.2,2.2,1,0.7,0.73,0.22,22,198,6,91.6,12,1.0,20,56,94,190,60.0,1856,3301,0.7059620596205962,0.6355013550135501,0.6395663956639567,0.44986449864498645,0.31029810298102983,0.43089430894308944,0.45934959349593496,0.44986449864498645,0.967479674796748,0.21002710027100271,0.9566395663956639,0.43766937669376693,0.4132791327913279,0.5691056910569106,0.9905149051490515,0.8834688346883469,0.9715447154471545,0.839541547277937,0.997289972899729,1.0
Jamie Vardy,Leicester City,eng Premier League,FW,2823,9,11.2,9.6,4,3.0,1.79,0.73,29,22,120,66.3,19,2.6,13,5,24,24,47.8,285,586,0.9227642276422764,0.964769647696477,0.9539295392953929,0.8211382113821138,0.7533875338753387,0.7398373983739838,0.7940379403794038,0.551490514905149,0.17208672086720866,0.7967479674796748,0.07452574525745258,0.6287262872628726,0.7560975609756098,0.38482384823848237,0.23577235772357724,0.2859078590785908,0.4363143631436314,0.6246418338108882,0.14498644986449866,0.1951219512195122
Nikola Vasilj,St. Pauli,de Bundesliga,GK,2969,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,73.6,1,0.2,0,0,0,22,100.0,909,1493,0.16515151515151516,0.04090909090909091,0.04242424242424243,0.1712121212121212,0.03939393939393939,0.03939393939393939,0.07272727272727272,0.04090909090909091,0.01818181818181818,0.04090909090909091,0.346969696969697,0.06666666666666667,0.08636363636363636,0.03484848484848485,0.04242424242424243,0.025757575757575757,0.37575757575757573,0.9741935483870968,0.8454545454545455,0.7727272727272727
Denis Vavro,Wolfsburg,de Bundesliga,DF,2461,2,1.4,1.4,0,0.2,0.91,0.22,9,96,3,86.9,7,0.5,13,37,58,234,50.0,1036,1901,0.6060606060606061,0.4909090909090909,0.5,0.1712121212121212,0.1409090909090909,0.5318181818181819,0.44696969696969696,0.24242424242424243,0.75,0.12727272727272726,0.8590909090909091,0.29545454545454547,0.18636363636363637,0.453030303030303,0.9348484848484848,0.7303030303030303,1.0,0.6370967741935484,0.9,0.8939393939393939
Miloš Veljković,Werder Bremen,de Bundesliga,DF,1029,0,0.6,0.6,1,0.2,0.17,0.09,9,64,2,86.7,3,0.6,5,2,12,47,,460,738,0.16515151515151516,0.24696969696969698,0.2545454545454545,0.4575757575757576,0.1409090909090909,0.09545454545454546,0.23787878787878788,0.24242424242424243,0.6060606060606061,0.10606060606060606,0.853030303030303,0.14393939393939395,0.22272727272727272,0.16666666666666666,0.13787878787878788,0.15757575757575756,0.6363636363636364,,0.4090909090909091,0.31212121212121213
Joël Veltman,Brighton,eng Premier League,DF,1697,0,0.5,0.5,0,0.5,0.32,0.05,32,85,34,80.2,6,1.3,29,19,62,66,26.7,548,1133,0.17615176151761516,0.23441734417344173,0.23577235772357724,0.17344173441734417,0.24796747967479674,0.15989159891598917,0.15989159891598917,0.5894308943089431,0.6761517615176151,0.43766937669376693,0.48509485094850946,0.24932249322493225,0.510840108401084,0.7588075880758808,0.6653116531165312,0.6707317073170732,0.7723577235772358,0.09598853868194843,0.44173441734417346,0.5311653116531165
Micky van de Ven,Tottenham,eng Premier League,DF,1015,0,0.6,0.6,2,1.2,0.53,0.18,8,51,1,90.9,2,0.7,6,10,20,39,50.0,620,895,0.17615176151761516,0.26558265582655827,0.2682926829268293,0.6273712737127372,0.44986449864498645,0.3170731707317073,0.4037940379403794,0.2018970189701897,0.41192411924119243,0.10298102981029811,0.9349593495934959,0.10569105691056911,0.3170731707317073,0.17750677506775067,0.4349593495934959,0.23170731707317074,0.6056910569105691,0.6848137535816619,0.5203252032520326,0.3956639566395664
Bart Verbruggen,Brighton,eng Premier League,GK,3240,0,0.0,0.0,1,0.0,0.0,0.0,0,2,0,76.9,1,0.0,0,0,0,29,100.0,955,1406,0.17615176151761516,0.044715447154471545,0.044715447154471545,0.44986449864498645,0.037940379403794036,0.03929539295392954,0.06639566395663957,0.03929539295392954,0.06775067750677506,0.04607046070460705,0.35501355013550134,0.06504065040650407,0.03116531165311653,0.02710027100271003,0.036585365853658534,0.014905149051490514,0.494579945799458,0.9699140401146131,0.8224932249322493,0.7059620596205962
Arthur Vermeeren,RB Leipzig,de Bundesliga,MF,1572,0,0.4,0.4,2,0.9,0.23,0.06,14,77,20,86.1,12,1.3,19,23,55,25,40.0,536,1109,0.16515151515151516,0.19393939393939394,0.2,0.656060606060606,0.37575757575757573,0.1303030303030303,0.18484848484848485,0.3424242424242424,0.6727272727272727,0.31363636363636366,0.8227272727272728,0.4818181818181818,0.4393939393939394,0.6318181818181818,0.7742424242424243,0.6909090909090909,0.4257575757575758,0.3338709677419355,0.5393939393939394,0.5969696969696969
Yorbe Vertessen,Union Berlin,de Bundesliga,"MF,FW",718,1,1.3,1.3,0,1.6,3.38,0.63,18,16,42,66.2,15,1.8,3,3,9,6,37.3,194,342,0.42727272727272725,0.4590909090909091,0.4681818181818182,0.1712121212121212,0.5954545454545455,0.9636363636363636,0.740909090909091,0.44393939393939397,0.11666666666666667,0.4621212121212121,0.10757575757575757,0.5757575757575758,0.5666666666666667,0.11666666666666667,0.1696969696969697,0.12272727272727273,0.06666666666666667,0.2629032258064516,0.07272727272727272,0.06363636363636363
Jannik Vestergaard,Leicester City,eng Premier League,DF,1391,0,0.1,0.1,0,0.1,0.19,0.13,3,32,2,90.7,3,0.1,10,16,38,74,100.0,672,1092,0.17615176151761516,0.0989159891598916,0.0989159891598916,0.17344173441734417,0.0989159891598916,0.10975609756097561,0.31842818428184283,0.1043360433604336,0.23712737127371275,0.13279132791327913,0.9308943089430894,0.15040650406504066,0.08265582655826559,0.3035230352303523,0.6151761517615176,0.46070460704607047,0.8035230352303523,0.9699140401146131,0.5934959349593496,0.5121951219512195
Guglielmo Vicario,Tottenham,eng Premier League,GK,2160,0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,87.4,0,0.0,0,1,1,14,100.0,661,928,0.17615176151761516,0.044715447154471545,0.044715447154471545,0.17344173441734417,0.037940379403794036,0.03929539295392954,0.06639566395663957,0.03929539295392954,0.04742547425474255,0.04607046070460705,0.8089430894308943,0.023035230352303523,0.03116531165311653,0.02710027100271003,0.08672086720867209,0.037940379403794036,0.25474254742547425,0.9699140401146131,0.5772357723577236,0.41192411924119243
Kevin Vogt,Union Berlin,de Bundesliga,DF,1367,1,0.8,0.0,0,0.0,0.0,0.0,11,70,2,88.1,2,0.3,8,9,21,75,80.0,560,1030,0.42727272727272725,0.31363636363636366,0.04242424242424243,0.1712121212121212,0.03939393939393939,0.03939393939393939,0.07272727272727272,0.2833333333333333,0.6530303030303031,0.10606060606060606,0.9,0.09848484848484848,0.11363636363636363,0.24696969696969698,0.40454545454545454,0.27424242424242423,0.806060606060606,0.9306451612903226,0.5757575757575758,0.543939393939394
Hauke Wahl,St. Pauli,de Bundesliga,DF,2970,0,0.9,0.9,0,0.5,0.33,0.12,30,142,10,86.6,9,1.6,27,31,67,170,80.0,1040,2096,0.16515151515151516,0.35,0.3560606060606061,0.1712121212121212,0.24696969696969698,0.1696969696969697,0.2924242424242424,0.6803030303030303,0.9318181818181818,0.2318181818181818,0.8454545454545455,0.3575757575757576,0.5060606060606061,0.8272727272727273,0.8772727272727273,0.7984848484848485,0.9833333333333333,0.9306451612903226,0.9030303030303031,0.9318181818181818
Kyle Walker,Manchester City,eng Premier League,DF,970,0,0.1,0.1,0,0.4,0.46,0.19,12,64,11,87.7,7,1.3,10,3,20,13,50.0,499,892,0.17615176151761516,0.0989159891598916,0.0989159891598916,0.17344173441734417,0.21002710027100271,0.2696476964769648,0.4146341463414634,0.2682926829268293,0.5365853658536586,0.2804878048780488,0.8306233062330624,0.2777777777777778,0.510840108401084,0.3035230352303523,0.15582655826558264,0.23170731707317074,0.23306233062330622,0.6848137535816619,0.3956639566395664,0.3902439024390244
