player,team,league,position,age,minutes,goals,assists,xg,xag,npxg,shots_p90,shots_on_target_p90,prog_carries,prog_passes,prog_receptions,key_passes,xa,pass_completion_pct,tackles_won,interceptions,clearances,carries,touches
Alexis Mac Allister,Liverpool,Premier League,MF,25.0,2599,5,5,2.8,4.7,2.8,1.32,0.45,36,177,80,45,5.6,83.5,58,22,29,914,1860
Shuto Machino,Holstein Kiel,Bundesliga,"FW,MF",24.0,1953,11,2,6.5,3.0,4.9,2.26,0.97,30,59,108,27,2.6,64.2,5,7,28,449,899
James Maddison,Tottenham,Premier League,MF,27.0,1809,9,7,5.8,4.2,5.8,1.94,0.85,45,164,95,41,5.9,81.3,19,12,19,1026,1464
Noni Madueke,Chelsea,Premier League,FW,22.0,2033,7,3,9.6,4.2,9.6,3.54,1.33,154,69,226,32,3.2,77.4,18,10,11,641,980
Gabriel Magalhães,Arsenal,Premier League,DF,26.0,2363,3,1,2.6,0.9,2.6,0.84,0.19,10,126,11,13,1.2,90.2,15,16,93,1116,1873
Harry Maguire,Manchester Utd,Premier League,DF,31.0,1758,1,0,1.8,0.6,1.8,0.77,0.31,7,51,7,9,0.3,85.5,15,40,78,782,1328
Arne Maier,Augsburg,Bundesliga,MF,25.0,938,0,0,1.5,1.5,1.5,1.73,0.58,19,44,56,25,2.6,76.5,7,6,14,390,699
Patrick Mainka,Heidenheim,Bundesliga,DF,29.0,3060,1,1,1.9,0.3,1.9,0.74,0.24,21,102,12,7,0.7,85.4,30,68,206,1171,2136
Kobbie Mainoo,Manchester Utd,Premier League,MF,19.0,1651,0,0,0.7,1.6,0.7,0.82,0.11,22,65,47,14,1.8,86.5,29,19,14,652,1061
Jordy Makengo,Freiburg,Bundesliga,DF,22.0,745,0,0,0.0,0.2,0.0,0.0,0.0,9,15,35,2,0.5,79.1,9,7,29,203,393
Donyell Malen,Dortmund,Bundesliga,"FW,MF",25.0,614,3,0,2.9,0.2,2.9,2.79,0.88,23,17,75,1,0.5,71.6,0,3,6,187,278
Lennard Maloney,Heidenheim,Bundesliga,MF,24.0,760,0,0,0.3,0.0,0.3,0.36,0.0,1,14,0,1,0.1,71.6,11,14,38,147,378
Orel Mangala,Everton,Premier League,MF,26.0,1261,1,0,1.1,0.6,1.1,1.14,0.43,6,34,19,8,0.6,89.2,8,21,24,298,621
Ryan Manning,Southampton,Premier League,"DF,MF",28.0,1462,0,1,0.3,3.2,0.3,0.49,0.06,14,35,74,34,2.8,77.1,17,17,47,483,968
Omar Marmoush,Manchester City,Premier League,"FW,MF",25.0,1175,7,0,5.5,2.8,5.5,3.75,1.3,29,37,78,15,2.1,79.2,8,6,3,320,504
Omar Marmoush,Eint Frankfurt,Bundesliga,FW,25.0,1448,15,9,8.8,6.2,7.3,4.66,2.11,73,50,125,34,4.1,69.8,8,2,2,442,671
Gabriel Martinelli,Arsenal,Premier League,"FW,MF",23.0,2290,8,4,7.4,5.0,7.4,2.16,0.94,124,52,289,40,4.7,71.4,15,5,19,670,994
Emiliano Martínez,Aston Villa,Premier League,GK,31.0,3194,0,0,0.0,0.5,0.0,0.0,0.0,0,4,0,2,0.1,78.7,3,0,17,889,1449
Lisandro Martínez,Manchester Utd,Premier League,DF,26.0,1751,2,1,1.3,1.1,1.3,0.87,0.31,23,117,7,9,1.3,89.4,24,32,57,1017,1524
Giorgos Masouras,Bochum,Bundesliga,"FW,MF",30.0,1055,2,1,3.9,1.1,3.9,2.56,1.28,26,19,82,10,1.1,70.4,10,4,3,220,403
Erhan Mašović,Bochum,Bundesliga,DF,25.0,910,1,1,0.6,0.9,0.6,0.69,0.4,1,35,4,3,0.5,82.7,10,12,55,290,539
Pape Matar Sarr,Tottenham,Premier League,MF,21.0,1913,3,2,3.7,1.6,3.7,1.6,0.61,33,88,53,15,0.8,86.4,36,30,25,772,1253
Jean-Philippe Mateta,Crystal Palace,Premier League,FW,27.0,2648,14,2,13.5,3.2,11.9,2.31,0.99,45,52,122,29,2.3,65.1,12,2,23,400,739
Chrislain Matsima,Augsburg,Bundesliga,DF,22.0,2551,1,1,1.8,0.3,1.8,0.49,0.07,14,84,13,5,0.7,86.0,20,52,163,910,1669
Jean Mattéo Bahoya,Eint Frankfurt,Bundesliga,"MF,FW",19.0,921,2,3,1.9,1.7,1.9,0.98,0.29,24,28,93,18,2.3,74.3,18,4,10,267,475
Stephy Mavididi,Leicester City,Premier League,FW,26.0,1615,4,1,1.8,2.6,1.8,1.45,0.39,91,57,138,22,3.3,75.0,19,11,15,583,863
Konstantinos Mavropanos,West Ham,Premier League,DF,26.0,2045,0,0,1.5,0.5,1.5,0.79,0.22,17,61,2,5,0.4,86.3,24,40,126,864,1532
Noussair Mazraoui,Manchester Utd,Premier League,DF,26.0,2838,0,1,0.7,1.5,0.7,0.41,0.1,42,115,58,20,1.9,85.7,68,34,95,1172,2139
Bryan Mbeumo,Brentford,Premier League,FW,24.0,3414,20,7,12.3,8.3,7.5,2.08,0.9,130,141,351,70,9.3,66.1,31,14,55,1077,1781
Kasey McAteer,Leicester City,Premier League,FW,22.0,852,1,1,1.0,0.7,1.0,1.37,0.74,19,14,71,9,0.6,72.6,16,5,15,224,379
John McGinn,Aston Villa,Premier League,"MF,FW",29.0,2223,1,4,3.1,3.5,2.8,1.26,0.2,32,103,87,31,2.7,81.9,24,14,18,581,1072
Dwight McNeil,Everton,Premier League,"MF,FW",24.0,1371,4,6,1.1,5.2,1.1,1.64,0.66,38,69,80,37,4.3,74.5,8,6,2,443,748
Jakov Medić,Bochum,Bundesliga,DF,25.0,1603,1,0,0.9,0.2,0.9,0.79,0.17,2,27,3,3,0.5,87.4,11,22,111,498,975
Mikel Merino,Arsenal,Premier League,"MF,FW",28.0,1586,7,2,5.9,2.0,5.9,2.16,0.74,11,69,94,17,1.2,78.2,28,15,26,388,783
Karol Mets,St. Pauli,Bundesliga,DF,31.0,900,0,0,0.1,0.2,0.1,0.3,0.0,5,54,2,3,0.4,83.4,8,12,60,343,736
Nikola Milenković,Nott'ham Forest,Premier League,DF,26.0,3330,5,2,4.0,1.1,4.0,0.78,0.22,3,51,6,9,0.5,82.3,29,27,209,547,1412
Enzo Millot,Stuttgart,Bundesliga,"MF,FW",22.0,1843,6,5,7.6,3.1,6.7,2.1,0.83,44,118,123,23,3.5,84.8,13,13,6,848,1397
Kim Min-jae,Bayern Munich,Bundesliga,DF,27.0,2283,2,0,1.6,0.3,1.6,0.28,0.2,16,181,5,6,0.9,92.5,20,37,91,1644,2764
Tyrone Mings,Aston Villa,Premier League,DF,31.0,1120,0,0,0.8,0.2,0.8,0.72,0.08,7,40,1,3,0.2,88.2,6,7,61,484,794
Yankuba Minteh,Brighton,Premier League,"FW,MF",20.0,1838,6,4,4.1,5.0,4.1,1.66,0.78,90,48,201,29,5.0,62.5,35,11,31,481,836
Tyrick Mitchell,Crystal Palace,Premier League,DF,24.0,3092,0,5,1.3,6.4,1.3,0.35,0.09,63,70,171,41,3.7,72.0,55,19,108,820,1754
Kaoru Mitoma,Brighton,Premier League,"FW,MF",27.0,2603,10,4,9.2,4.6,9.2,1.97,0.93,146,89,291,37,4.0,75.8,27,14,10,830,1375
Maximilian Mittelstädt,Stuttgart,Bundesliga,DF,27.0,2469,1,7,0.9,4.7,0.9,0.77,0.15,62,182,155,47,7.0,83.4,54,47,96,1251,2385
Morato,Nott'ham Forest,Premier League,DF,23.0,907,0,0,0.2,0.0,0.2,0.2,0.1,1,19,1,0,0.0,77.0,14,10,78,164,457
Álex Moreno,Nott'ham Forest,Premier League,"DF,MF",31.0,955,0,1,0.2,1.3,0.2,0.57,0.0,26,34,34,8,1.1,72.0,18,15,43,229,559
Sam Morsy,Ipswich Town,Premier League,MF,32.0,2751,1,1,0.4,1.2,0.4,0.43,0.1,22,120,13,24,1.5,86.4,41,29,47,852,1683
Mason Mount,Manchester Utd,Premier League,MF,25.0,622,1,0,3.2,0.6,3.2,2.89,1.3,15,33,41,8,0.6,81.8,5,4,4,215,339
Nordi Mukiele,Leverkusen,Bundesliga,DF,26.0,899,1,0,1.4,1.0,1.4,0.7,0.3,20,36,28,9,0.9,80.4,16,16,37,363,725
Florian Müller,Freiburg,Bundesliga,GK,26.0,753,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,63.2,0,0,3,190,337
Kevin Müller,Heidenheim,Bundesliga,GK,33.0,2939,0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.1,75.6,2,0,13,779,1393
Thomas Müller,Bayern Munich,Bundesliga,"MF,FW",34.0,1225,1,4,3.8,2.9,3.8,2.2,0.81,24,50,143,35,4.1,75.0,5,2,14,386,763
Marshall Munetsi,Wolves,Premier League,"MF,FW",28.0,1078,2,1,3.3,1.8,3.3,1.84,0.58,9,10,35,9,1.1,71.7,10,6,18,148,364
Rodrigo Muniz,Fulham,Premier League,FW,23.0,964,8,1,5.8,0.7,5.8,3.64,1.77,6,27,31,7,0.2,64.8,5,5,14,157,311
Daniel Muñoz,Crystal Palace,Premier League,DF,28.0,3228,4,5,4.9,5.5,4.9,1.03,0.39,62,97,206,46,3.6,75.7,80,44,108,806,2010
Arijanet Muric,Ipswich Town,Premier League,GK,25.0,1620,0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,71.7,0,0,10,405,689
Murillo,Nott'ham Forest,Premier League,DF,22.0,3188,2,0,1.4,1.2,1.4,0.71,0.17,22,115,5,13,1.1,78.5,36,36,249,821,1918
Jacob Murphy,Newcastle Utd,Premier League,FW,29.0,2360,8,12,5.7,8.9,5.7,1.64,0.57,79,83,231,42,6.2,68.5,19,13,35,733,1271
Jamal Musiala,Bayern Munich,Bundesliga,MF,21.0,1798,12,2,9.3,4.5,9.3,3.4,1.55,71,107,156,41,5.9,82.6,21,8,5,792,1278
Phillipp Mwene,Mainz 05,Bundesliga,DF,30.0,2607,1,4,1.5,1.9,1.5,0.72,0.14,62,106,144,22,3.8,75.0,29,24,51,775,1555
Vitaliy Mykolenko,Everton,Premier League,DF,25.0,3082,1,2,0.5,2.6,0.5,0.41,0.03,33,110,99,24,2.2,74.6,38,44,145,697,1678
Joakim Mæhle,Wolfsburg,Bundesliga,DF,27.0,2188,3,4,2.0,2.2,2.0,0.74,0.29,59,88,117,20,3.1,80.9,15,25,57,791,1464
Nathan N'Goumou,Gladbach,Bundesliga,FW,24.0,828,2,1,1.9,1.3,1.9,2.61,1.41,30,16,85,6,1.3,73.6,11,4,16,215,386
Stanley N'Soki,Hoffenheim,Bundesliga,DF,25.0,1308,0,0,0.1,0.4,0.1,0.21,0.07,10,52,6,7,0.4,85.8,16,26,58,529,1005
Iliman Ndiaye,Everton,Premier League,FW,24.0,2430,9,0,6.2,1.9,4.7,1.3,0.56,86,59,122,18,1.4,81.8,28,20,24,621,1084
Wilfred Ndidi,Leicester City,Premier League,MF,27.0,2324,0,5,2.0,1.9,2.0,0.85,0.31,18,70,75,17,1.5,80.3,51,31,80,670,1400
Paul Nebel,Mainz 05,Bundesliga,MF,21.0,2345,10,4,5.8,4.1,5.8,1.69,0.69,67,91,219,35,5.6,73.1,24,13,30,894,1516
David Nemeth,St. Pauli,Bundesliga,DF,23.0,2137,0,1,0.2,0.1,0.2,0.21,0.04,14,65,5,3,0.3,86.4,29,18,94,697,1338
Pedro Neto,Chelsea,Premier League,FW,24.0,2269,4,6,3.5,6.7,3.5,2.34,0.67,126,60,253,46,4.8,78.4,9,9,6,746,1153
Luca Netz,Gladbach,Bundesliga,DF,21.0,969,0,2,0.2,1.9,0.2,0.28,0.0,16,28,55,16,1.0,81.1,14,10,36,288,666
Manuel Neuer,Bayern Munich,Bundesliga,GK,38.0,1980,0,0,0.0,0.5,0.0,0.0,0.0,0,10,0,1,0.1,86.0,0,0,9,638,956
Moritz Nicolas,Gladbach,Bundesliga,GK,26.0,1639,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,84.3,0,1,8,575,838
Justin Njinmah,Werder Bremen,Bundesliga,"FW,MF",23.0,952,3,2,3.7,1.6,3.7,2.93,0.76,33,23,103,12,1.5,61.7,2,3,1,230,349
Eddie Nketiah,Crystal Palace,Premier League,"FW,MF",25.0,1034,3,1,5.8,1.7,5.8,3.74,1.39,41,19,79,13,0.9,74.3,8,3,12,246,412
Christopher Nkunku,Chelsea,Premier League,FW,26.0,921,3,2,4.8,2.1,4.8,2.44,1.07,17,25,68,14,1.0,89.5,8,7,10,280,448
Felix Nmecha,Dortmund,Bundesliga,MF,23.0,1509,4,1,1.3,1.1,1.3,1.07,0.36,21,85,27,14,1.1,87.9,22,23,30,632,1083
Alexander Nübel,Stuttgart,Bundesliga,GK,27.0,3060,0,1,0.0,0.3,0.0,0.0,0.0,0,0,0,3,0.2,77.0,0,0,18,823,1377
Matheus Nunes,Manchester City,Premier League,"DF,MF",25.0,1674,1,6,1.2,4.4,1.2,0.48,0.22,63,79,175,23,3.3,86.3,22,15,38,866,1416
Darwin Núñez,Liverpool,Premier League,FW,25.0,1133,5,2,5.8,1.3,5.8,2.7,1.03,23,27,78,11,0.5,70.9,18,4,12,201,366
Antonio Nusa,RB Leipzig,Bundesliga,"MF,DF",19.0,1558,3,3,1.6,2.8,1.6,1.39,0.4,57,52,123,20,2.6,74.2,17,8,11,480,802
Ethan Nwaneri,Arsenal,Premier League,"FW,MF",17.0,895,4,2,1.2,1.2,1.2,2.41,0.91,46,33,113,16,1.8,80.5,7,2,4,365,544
Christian Nørgaard,Brentford,Premier League,MF,30.0,2819,5,4,4.3,1.3,4.3,1.25,0.48,14,154,42,18,1.4,81.6,49,49,70,826,1802
Jake O'Brien,Everton,Premier League,DF,23.0,1571,2,0,0.8,0.6,0.8,0.34,0.17,7,50,25,6,0.3,79.6,17,4,93,391,900
Matt O'Riley,Brighton,Premier League,MF,23.0,938,2,2,2.8,2.4,2.0,2.01,0.58,22,38,52,21,2.0,76.5,9,13,9,275,525
Dara O'Shea,Ipswich Town,Premier League,DF,25.0,3122,0,2,1.3,0.5,1.3,0.63,0.06,3,80,8,3,0.7,78.2,31,33,225,897,2022
Wilson Odobert,Tottenham,Premier League,"FW,MF",19.0,850,1,0,1.6,1.0,1.6,1.38,0.42,45,27,66,6,0.8,77.4,5,4,5,265,381
Tim Oermann,Bochum,Bundesliga,DF,20.0,2213,0,2,0.2,0.6,0.2,0.37,0.0,15,61,16,7,0.7,82.4,31,22,64,605,1172
Caleb Okoli,Leicester City,Premier League,DF,23.0,1125,1,0,0.6,0.0,0.6,0.32,0.16,3,32,2,0,0.2,86.3,14,15,79,468,806
Finn Ole Becker,Hoffenheim,Bundesliga,MF,24.0,670,0,1,0.1,0.3,0.1,0.54,0.27,3,45,7,8,0.4,82.5,5,10,20,256,461
Michael Olise,Bayern Munich,Bundesliga,"FW,MF",22.0,2334,12,15,9.7,12.0,9.7,3.32,1.39,119,184,381,90,12.5,81.4,23,8,16,1305,1957
Jonas Omlin,Gladbach,Bundesliga,GK,30.0,978,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,73.1,0,0,5,353,544
Amadou Onana,Aston Villa,Premier League,MF,22.0,1617,3,0,2.1,0.7,2.1,0.95,0.33,29,75,16,10,0.8,87.7,30,26,41,553,998
André Onana,Manchester Utd,Premier League,GK,28.0,3060,0,0,0.0,0.2,0.0,0.0,0.0,0,1,0,1,0.2,72.6,2,0,11,961,1371
Paul Onuachu,Southampton,Premier League,FW,30.0,1050,4,1,3.6,0.5,3.6,2.91,1.29,7,13,40,8,0.3,60.8,2,1,16,214,440
Frank Onyeka,Augsburg,Bundesliga,MF,26.0,2586,0,1,1.4,1.3,1.4,0.84,0.21,46,106,71,17,2.0,83.6,45,36,36,754,1339
Loïs Openda,RB Leipzig,Bundesliga,"FW,MF",24.0,2453,9,5,9.0,3.4,8.2,2.83,1.14,58,47,229,28,2.3,63.8,4,5,12,521,904
Gift Orban,Hoffenheim,Bundesliga,FW,22.0,687,4,0,3.4,0.2,3.4,1.44,0.52,8,7,35,2,0.9,70.8,1,0,3,108,208
Willi Orban,RB Leipzig,Bundesliga,DF,31.0,2222,5,0,4.0,1.0,4.0,0.89,0.28,15,106,8,8,0.7,87.4,21,21,169,1083,2101
Ivan Ordets,Bochum,Bundesliga,DF,32.0,1861,0,0,0.7,0.7,0.7,0.53,0.0,2,48,4,7,1.8,80.0,8,41,139,510,1156
Stefan Ortega,Manchester City,Premier League,GK,31.0,1100,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,81.3,0,0,11,323,492
Patrick Osterhage,Freiburg,Bundesliga,MF,24.0,2267,1,0,1.7,1.4,1.7,0.83,0.12,26,73,50,16,2.1,83.7,29,18,37,636,1259
Dango Ouattara,Bournemouth,Premier League,FW,22.0,2005,7,4,8.4,5.5,8.4,2.78,0.9,79,43,191,35,3.3,60.0,26,11,51,492,959
Exequiel Palacios,Leverkusen,Bundesliga,MF,25.0,1155,1,6,1.5,2.3,1.5,1.01,0.62,15,97,40,28,2.4,90.1,15,13,15,660,1144
João Palhinha,Bayern Munich,Bundesliga,MF,29.0,673,0,0,0.7,0.2,0.7,1.34,0.4,3,32,7,4,0.5,92.4,14,4,9,330,631
Alex Palmer,Ipswich Town,Premier League,GK,27.0,1170,0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0.0,70.7,0,0,12,210,470
Cole Palmer,Chelsea,Premier League,"MF,FW",22.0,3191,15,8,17.3,10.9,13.3,3.41,1.24,120,214,187,87,9.1,77.0,20,11,20,1173,1851
Emerson Palmieri,West Ham,Premier League,DF,29.0,2113,2,1,2.0,1.5,2.0,0.68,0.3,47,66,83,16,2.2,79.9,31,21,59,555,1325
Lucas Paquetá,West Ham,Premier League,"MF,FW",26.0,2380,4,0,5.3,3.1,3.7,1.47,0.11,26,155,85,36,3.3,77.3,37,18,37,921,1796
Thomas Partey,Arsenal,Premier League,"MF,DF",31.0,2797,4,2,2.3,2.1,2.3,0.84,0.29,36,185,48,20,2.6,87.4,53,35,49,1256,2193
Felix Passlack,Bochum,Bundesliga,"DF,MF",26.0,2334,1,6,1.3,3.9,1.3,1.0,0.23,43,65,118,25,3.7,66.2,23,18,63,588,1290
Aleksandar Pavlovic,Bayern Munich,Bundesliga,MF,20.0,1451,1,0,0.6,0.2,0.6,0.56,0.25,15,128,33,7,1.9,93.3,21,5,14,1035,1648
Jordan Pefok,Union Berlin,Bundesliga,FW,28.0,908,0,1,3.2,0.9,3.2,2.28,0.69,3,12,40,14,0.4,69.1,6,4,18,158,326
Andreas Pereira,Fulham,Premier League,MF,28.0,2013,2,4,3.8,4.6,3.0,1.7,0.36,29,104,81,57,4.6,69.1,13,8,17,578,1148
Kalvin Phillips,Ipswich Town,Premier League,MF,28.0,1237,0,0,0.4,0.2,0.4,0.8,0.15,4,51,4,5,0.5,79.1,19,19,37,310,739
Benedikt Pichler,Holstein Kiel,Bundesliga,FW,27.0,785,1,2,2.3,1.1,2.3,2.29,1.03,18,19,58,12,1.2,63.2,2,2,11,152,310
Jordan Pickford,Everton,Premier League,GK,30.0,3420,0,1,0.0,0.4,0.0,0.0,0.0,0,0,0,2,0.2,66.3,0,1,30,989,1708
Amos Pieper,Werder Bremen,Bundesliga,DF,26.0,1498,0,0,0.4,0.6,0.4,0.42,0.06,11,62,3,4,0.6,84.8,17,24,98,570,1136
Marvin Pieringer,Heidenheim,Bundesliga,"FW,MF",24.0,2206,7,4,8.9,4.0,6.6,2.33,0.69,23,59,115,30,2.3,65.8,13,8,32,467,849
Ethan Pinnock,Brentford,Premier League,DF,31.0,1913,2,0,1.1,1.2,1.1,0.47,0.28,3,41,9,8,0.7,85.6,19,24,142,633,1348
Alassane Pléa,Gladbach,Bundesliga,"MF,FW",31.0,1902,11,4,7.4,3.1,6.6,1.94,0.57,51,116,141,25,3.3,72.1,3,2,7,601,979
Nick Pope,Newcastle Utd,Premier League,GK,32.0,2520,0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0.0,73.5,0,1,32,439,872
Finn Porath,Holstein Kiel,Bundesliga,"DF,MF",27.0,1970,2,3,1.9,2.0,1.8,1.32,0.55,42,58,69,22,1.8,66.9,26,21,67,418,999
Pedro Porro,Tottenham,Premier League,DF,24.0,2610,2,6,1.6,5.0,1.6,1.34,0.28,65,154,109,57,4.6,73.2,49,36,84,1187,2237
Alexander Prass,Hoffenheim,Bundesliga,DF,23.0,1566,0,1,0.9,2.8,0.9,0.69,0.06,28,63,66,18,2.8,72.7,23,9,53,605,1199
Leopold Querfeld,Union Berlin,Bundesliga,DF,20.0,1747,2,2,1.1,1.0,1.1,0.82,0.21,3,49,5,10,1.2,80.8,12,19,144,531,1066
Aaron Ramsdale,Southampton,Premier League,GK,26.0,2700,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.1,63.3,0,2,10,786,1314
Jacob Ramsey,Aston Villa,Premier League,"FW,MF",23.0,1623,1,3,1.6,2.3,1.6,1.05,0.22,61,68,114,21,2.2,84.8,15,8,8,496,762
Marcus Rashford,Manchester Utd,Premier League,"FW,MF",26.0,978,4,1,1.7,2.1,1.7,1.47,0.83,20,21,79,15,1.4,73.8,4,4,7,293,440
David Raum,RB Leipzig,Bundesliga,DF,26.0,1783,1,5,0.5,6.5,0.5,0.45,0.2,36,71,127,48,7.4,69.4,28,9,47,593,1389
David Raya,Arsenal,Premier League,GK,28.0,3420,0,0,0.0,0.0,0.0,0.0,0.0,0,14,0,1,0.1,73.6,0,2,21,921,1480
Rocco Reitz,Gladbach,Bundesliga,MF,22.0,1830,2,1,1.7,2.1,1.7,1.13,0.34,18,91,30,16,2.2,77.9,24,53,59,614,1199
Nicolai Remberg,Holstein Kiel,Bundesliga,MF,24.0,2417,0,1,1.5,0.8,1.5,0.89,0.07,25,80,31,9,1.1,77.9,25,29,100,552,1316
Elvis Rexhbeçaj,Augsburg,Bundesliga,MF,26.0,1785,1,1,1.4,1.1,1.4,1.46,0.25,31,94,82,16,2.0,70.0,19,16,22,463,887
Declan Rice,Arsenal,Premier League,MF,25.0,2825,4,7,3.5,6.6,3.5,1.53,0.45,90,192,94,59,5.6,83.4,25,25,51,1031,1948
Chris Richards,Crystal Palace,Premier League,DF,24.0,1922,1,0,1.4,0.1,1.4,0.56,0.28,6,39,2,2,0.6,79.8,30,19,121,517,1118
Fabian Rieder,Stuttgart,Bundesliga,"MF,FW",22.0,867,1,3,1.4,2.0,1.4,2.08,0.73,20,38,61,12,2.4,70.6,14,10,7,253,492
Lars Ritzka,St. Pauli,Bundesliga,"DF,MF",26.0,922,1,0,0.4,0.2,0.4,0.78,0.1,8,21,34,5,0.3,71.5,29,11,41,161,567
Andrew Robertson,Liverpool,Premier League,DF,30.0,2482,0,1,1.2,4.6,1.2,0.54,0.07,64,176,108,40,4.3,82.7,22,21,54,1107,2084
Antonee Robinson,Fulham,Premier League,DF,26.0,3167,0,10,0.7,4.2,0.7,0.45,0.06,118,131,274,43,4.1,76.8,61,62,133,1343,2523
Guido Rodríguez,West Ham,Premier League,MF,30.0,1149,0,1,0.2,0.2,0.2,0.63,0.08,4,33,7,4,0.2,84.4,19,13,35,327,709
Mads Roerslev,Brentford,Premier League,DF,25.0,1101,0,2,0.2,3.0,0.2,0.41,0.16,17,51,54,14,2.1,78.7,8,4,35,352,645
Morgan Rogers,Aston Villa,Premier League,"FW,MF",22.0,3114,8,10,6.6,7.8,6.6,1.59,0.58,114,123,188,51,5.2,73.2,22,6,20,794,1362
Merlin Röhl,Freiburg,Bundesliga,"MF,FW",22.0,965,0,1,0.8,1.7,0.8,1.12,0.28,20,22,60,9,1.1,76.0,10,6,2,217,403
Cristian Romero,Tottenham,Premier League,DF,26.0,1416,1,0,1.6,0.6,1.6,1.02,0.51,12,71,3,7,0.8,89.5,29,21,57,896,1377
Lasse Rosenboom,Holstein Kiel,Bundesliga,DF,22.0,1734,2,2,1.9,1.1,1.9,0.62,0.26,19,34,50,14,1.2,65.1,35,19,71,284,780
Max Rosenfelder,Freiburg,Bundesliga,DF,21.0,1249,1,0,0.4,0.7,0.4,0.36,0.07,24,29,18,5,0.2,85.3,17,7,65,445,826
Tom Rothe,Union Berlin,Bundesliga,"DF,MF",19.0,1670,3,3,1.8,1.3,1.8,1.24,0.49,25,50,91,12,1.5,68.1,28,18,57,456,1074
Anthony Rouault,Stuttgart,Bundesliga,DF,23.0,1212,1,0,0.5,0.3,0.5,0.37,0.07,6,52,4,6,0.5,90.0,11,19,63,573,1014
Georginio Rutter,Brighton,Premier League,"MF,FW",22.0,1656,5,3,4.6,2.5,4.6,2.72,0.65,42,67,79,19,1.7,66.8,15,10,13,361,641
Julian Ryerson,Dortmund,Bundesliga,DF,26.0,2259,2,3,0.7,4.5,0.7,0.72,0.2,66,92,136,36,4.8,85.3,30,22,26,1002,1684
Frederik Rønnow,Union Berlin,Bundesliga,GK,31.0,2520,0,0,0.1,0.0,0.1,0.04,0.0,0,1,0,0,0.1,68.6,0,0,22,564,980
José Sá,Wolves,Premier League,GK,31.0,2609,0,0,0.0,0.2,0.0,0.0,0.0,0,2,0,3,0.0,64.1,2,0,15,630,985
Elias Saad,St. Pauli,Bundesliga,"FW,MF",24.0,900,3,2,2.8,0.8,2.8,2.6,0.8,29,27,76,14,1.1,76.2,13,3,1,301,427
Marcel Sabitzer,Dortmund,Bundesliga,MF,30.0,1616,1,0,1.8,1.6,1.8,1.17,0.45,24,97,70,12,1.6,84.8,19,10,29,577,1028
Bukayo Saka,Arsenal,Premier League,"FW,MF",22.0,1729,6,10,6.8,7.6,6.0,3.44,1.15,96,70,255,58,7.8,75.5,15,3,8,628,979
Mohamed Salah,Liverpool,Premier League,FW,32.0,3371,29,18,25.2,14.2,18.2,3.23,1.33,154,144,488,88,9.1,70.6,11,9,5,1149,1695
Manolis Saliakas,St. Pauli,Bundesliga,"MF,DF",27.0,2314,2,1,1.5,2.6,1.5,1.13,0.23,28,93,80,26,2.9,71.8,22,20,62,653,1560
William Saliba,Arsenal,Premier League,DF,23.0,3039,2,0,2.3,0.9,2.3,0.18,0.06,16,138,6,7,1.3,94.3,37,21,119,1756,2824
Robert Sánchez,Chelsea,Premier League,GK,26.0,2880,0,0,0.0,0.1,0.0,0.0,0.0,0,1,0,2,0.0,69.7,0,2,24,881,1323
Jadon Sancho,Chelsea,Premier League,FW,24.0,1764,3,4,2.2,3.7,2.2,1.22,0.41,102,90,225,38,3.1,82.6,7,2,8,653,975
Philipp Sander,Gladbach,Bundesliga,MF,26.0,1400,1,0,1.2,0.6,1.2,1.16,0.45,16,60,29,13,1.0,80.9,17,23,44,473,921
Leroy Sané,Bayern Munich,Bundesliga,FW,28.0,1637,11,5,10.2,5.5,10.2,3.68,1.59,75,64,266,36,6.1,82.5,15,7,3,787,1184
Kaishu Sano,Mainz 05,Bundesliga,MF,23.0,3043,0,0,0.9,1.2,0.9,0.59,0.06,53,159,46,19,2.0,80.1,36,65,56,894,1814
Kauã Santos,Eint Frankfurt,Bundesliga,GK,21.0,765,0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0.0,69.5,0,0,10,191,326
Pablo Sarabia,Wolves,Premier League,"MF,FW",32.0,814,3,2,2.9,1.8,2.9,1.88,0.88,15,60,62,15,1.9,69.2,8,4,7,325,552
Ismaila Sarr,Crystal Palace,Premier League,MF,26.0,2711,8,6,10.7,8.5,10.7,1.96,0.96,75,85,183,44,6.7,66.0,10,9,40,607,1091
Sávio,Manchester City,Premier League,"FW,MF",20.0,1766,1,8,5.0,6.9,5.0,2.8,1.07,137,67,246,46,6.1,80.8,17,6,9,783,1095
Joe Scally,Gladbach,Bundesliga,DF,21.0,2578,0,0,0.4,1.1,0.4,0.21,0.03,52,68,69,11,1.3,83.4,32,16,86,980,1850
