player,team,league,position,age,minutes,goals,assists,xg,xag,npxg,shots_p90,shots_on_target_p90,prog_carries,prog_passes,prog_receptions,key_passes,xa,pass_completion_pct,tackles_won,interceptions,clearances,carries,touches,goals_p90,assists_p90,xg_p90,xag_p90,npxg_p90,prog_carries_p90,prog_passes_p90,prog_receptions_p90,key_passes_p90,xa_p90,tackles_won_p90,interceptions_p90,clearances_p90,carries_p90,touches_p90,goals_zscore,assists_zscore,xg_zscore,xag_zscore,npxg_zscore,prog_carries_zscore,prog_passes_zscore,prog_receptions_zscore,key_passes_zscore,xa_zscore,tackles_won_zscore,interceptions_zscore,clearances_zscore,carries_zscore,touches_zscore,shots_zscore,shots_on_target_zscore,pass_completion_zscore,league_lsc,lsc_adj_goals_p90,lsc_adj_assists_p90,lsc_adj_xg_p90,lsc_adj_xag_p90,lsc_adj_npxg_p90,lsc_adj_shots_p90,lsc_adj_shots_on_target_p90,lsc_adj_prog_carries_p90,lsc_adj_prog_passes_p90,lsc_adj_prog_receptions_p90,lsc_adj_key_passes_p90,lsc_adj_xa_p90,lsc_adj_carries_p90,lsc_adj_touches_p90,lsc_adj_tackles_won_p90,lsc_adj_interceptions_p90,lsc_adj_clearances_p90,team_strength_ratio,poss_adj_touches_p90,pos_gk,pos_df,pos_mf,pos_fw,position_primary,age_curve_score,play_style_progressive,play_style_direct_carry,play_style_defensive,shots_p90_pct,shots_on_target_p90_pct,goals_p90_pct,assists_p90_pct,xg_p90_pct,xag_p90_pct,npxg_p90_pct,prog_carries_p90_pct,prog_passes_p90_pct,prog_receptions_p90_pct,key_passes_p90_pct,xa_p90_pct,tackles_won_p90_pct,interceptions_p90_pct,clearances_p90_pct,carries_p90_pct,touches_p90_pct,poss_adj_touches_p90_pct
Can Uzun,Eint Frankfurt,Bundesliga,"MF,FW",18.0,675,4,1,3.0,1.1,3.0,3.6,1.47,11,42,45,14,1.1,79.9,4,1,3,265,395,0.5333333333333333,0.13333333333333333,0.4,0.14666666666666667,0.4,1.4666666666666666,5.6,6.0,1.8666666666666667,0.14666666666666667,0.5333333333333333,0.13333333333333333,0.4,35.333333333333336,52.666666666666664,2.0862193235808233,0.30310912588937694,1.6627674938744073,0.5664305669798957,1.9031267598764712,0.03167803760936457,1.1690401927979022,0.7627097257934388,1.4271401460212425,0.4238760020304981,-0.685675046663952,-1.1948740719805406,-1.0458518491957118,0.48404374733706523,-0.20766073610534252,2.433519810379456,2.542079409543671,0.31996545871301313,0.88,0.4693333333333333,0.11733333333333333,0.35200000000000004,0.12906666666666666,0.35200000000000004,3.168,1.2936,1.2906666666666666,4.928,5.28,1.6426666666666667,0.12906666666666666,31.093333333333337,46.346666666666664,0.6060606060606061,0.15151515151515152,0.4545454545454546,1.312823074265062,51.52111953988676,0,0,1,1,MF,0.125,0.10632911392203173,0.04150943396108935,0.3333333333333333,0.9787878787878788,0.9727272727272728,0.9636363636363636,0.6818181818181818,0.9303030303030303,0.7727272727272727,0.9393939393939394,0.5727272727272728,0.8909090909090909,0.7742424242424243,0.8939393939393939,0.7333333333333333,0.2696969696969697,0.1303030303030303,0.07272727272727272,0.7545454545454545,0.45151515151515154,0.4303030303030303
Josha Vagnoman,Stuttgart,Bundesliga,"DF,MF",23.0,1834,1,1,1.5,2.1,1.5,0.74,0.29,24,47,96,22,2.2,80.4,14,14,57,541,1105,0.04907306434023991,0.04907306434023991,0.07360959651035986,0.10305343511450382,0.07360959651035986,1.1777535441657578,2.306434023991276,4.711014176663031,1.0796074154852782,0.1079607415485278,0.6870229007633587,0.6870229007633587,2.797164667393675,26.548527808069792,54.225736095965104,-0.5068574794670165,-0.459251482733853,-0.4175034475294115,0.055494971540891135,-0.39925770844712916,-0.22044618854200532,-0.5711780391018809,0.35266208645932046,0.2620738686549533,-0.025960076907238994,-0.36944232459338083,-0.16561193955540568,0.20300664399339283,-0.34381552678578,-0.11478094630745284,-0.47638148956876386,-0.29191446968649737,0.380191674418748,0.88,0.043184296619411124,0.043184296619411124,0.06477644492911667,0.09068702290076336,0.06477644492911667,0.6512,0.2552,1.0364231188658668,2.0296619411123227,4.145692475463467,0.9500545256270448,0.09500545256270447,23.362704471101416,47.718647764449294,0.7807078417765441,0.7807078417765441,3.178596212947358,1.2550712355450642,51.488543781491124,0,1,1,0,DF,0.8184875533567997,0.042533936650799326,0.04436229205008502,0.6870229007633587,0.40606060606060607,0.5515151515151515,0.403030303030303,0.42424242424242425,0.5,0.603030303030303,0.509090909090909,0.503030303030303,0.2696969696969697,0.6212121212121212,0.6575757575757576,0.5878787878787879,0.346969696969697,0.47878787878787876,0.6424242424242425,0.44545454545454544,0.4818181818181818,0.42727272727272725
Siebe Van Der Heyden,St. Pauli,Bundesliga,"DF,MF",26.0,872,1,0,1.7,0.0,1.7,0.31,0.21,10,28,26,2,0.2,79.3,10,17,43,265,602,0.10321100917431193,0.0,0.17545871559633028,0.0,0.17545871559633028,1.0321100917431194,2.889908256880734,2.6834862385321103,0.20642201834862386,0.020642201834862386,1.0321100917431194,1.7545871559633028,4.438073394495413,27.35091743119266,62.133027522935784,-0.2169640938175778,-0.9032492487568731,0.2316386858692695,-1.1517915871101994,0.31919426620911134,-0.347544059411322,-0.26288832961549474,-0.2923279744571331,-1.0304830240638538,-1.0407667093149706,0.34061147788675494,1.8188998274047166,1.0578760771463502,-0.26820022841043295,0.35628695599768995,-0.9138841325679716,-0.48404964793939015,0.2476939998661303,0.88,0.0908256880733945,0.0,0.15440366972477065,0.0,0.15440366972477065,0.2728,0.1848,0.9082568807339451,2.543119266055046,2.361467889908257,0.181651376146789,0.0181651376146789,24.068807339449542,54.67706422018349,1.1728523769808177,1.9938490408673897,5.043265221017515,0.8078034270972644,64.02187433113254,0,1,1,0,DF,1.0,0.04651162790622817,0.03773584905522409,1.3933486238532111,0.16363636363636364,0.4318181818181818,0.5666666666666667,0.1712121212121212,0.7181818181818181,0.03939393939393939,0.7333333333333333,0.4484848484848485,0.43333333333333335,0.47878787878787876,0.1484848484848485,0.12727272727272726,0.6303030303030303,0.9636363636363636,0.8303030303030303,0.48484848484848486,0.6606060606060606,0.7
Virgil van Dijk,Liverpool,Premier League,DF,33.0,3330,3,1,2.2,0.7,2.2,0.73,0.22,22,198,6,12,1.0,91.6,20,56,190,1856,3301,0.08108108108108109,0.027027027027027025,0.05945945945945946,0.018918918918918916,0.05945945945945946,0.5945945945945945,5.351351351351352,0.16216216216216217,0.32432432432432434,0.027027027027027025,0.5405405405405406,1.5135135135135136,5.135135135135135,50.16216216216216,89.21621621621622,-0.2965022729327374,-0.6342418932880625,-0.49851513774771405,-0.9183848927231028,-0.4881505970163205,-0.7543236207085008,1.0702732194311124,-1.0094496807442008,-0.8438012390350749,-0.8123927901934713,-0.7216809698303192,1.6676528702722522,1.730552809149069,1.9427678136859385,2.2579486906516792,-0.4799311837509673,-0.46051125050329994,1.4663341163057788,1.0,0.08108108108108109,0.027027027027027025,0.05945945945945946,0.018918918918918916,0.05945945945945946,0.73,0.22,0.5945945945945945,5.351351351351352,0.16216216216216217,0.32432432432432434,0.027027027027027025,50.16216216216216,89.21621621621622,0.5405405405405406,1.5135135135135136,5.135135135135135,1.551774649304229,87.20983610920437,0,1,0,0,DF,0.7310428231800405,0.05998182368911865,0.011853448275625766,1.0270270270270272,0.43089430894308944,0.45934959349593496,0.5338753387533876,0.35636856368563685,0.4281842818428184,0.2032520325203252,0.43089430894308944,0.23577235772357724,0.8672086720867209,0.16395663956639567,0.23306233062330622,0.23306233062330622,0.24661246612466126,0.943089430894309,0.924119241192412,0.962059620596206,0.989159891598916,0.989159891598916
Jamie Vardy,Leicester City,Premier League,FW,37.0,2823,9,4,11.2,3.0,9.6,1.79,0.73,29,22,120,19,2.6,66.3,13,5,24,285,586,0.2869287991498406,0.1275239107332625,0.35706695005313493,0.09564293304994687,0.30605738575983,0.9245483528161531,0.7013815090329436,3.8257173219978746,0.6057385759829969,0.08289054197662062,0.41445270988310307,0.1594048884165781,0.7651434643995749,9.086078639744953,18.682252922422954,0.9564291831773282,0.3215241699774216,1.5403837806219842,-0.021002787017731814,1.3413448334763856,-0.533876050961029,-1.4246622860756912,0.13052631597669803,-0.42760422098972545,-0.04623855798416768,-0.9439411658304361,-1.1515899558142695,-0.7906620606921709,-2.1360059223963814,-2.3102132973924645,0.6190693619568568,0.8167711700157274,-1.644082690764242,1.0,0.2869287991498406,0.1275239107332625,0.35706695005313493,0.09564293304994687,0.30605738575983,1.79,0.73,0.9245483528161531,0.7013815090329436,3.8257173219978746,0.6057385759829969,0.08289054197662062,9.086078639744953,18.682252922422954,0.41445270988310307,0.1594048884165781,0.7651434643995749,0.5853091024866421,19.14254057698802,0,0,0,1,FW,0.350480947161671,0.037542662114031414,0.10175438595371335,0.2869287991498406,0.7398373983739838,0.7940379403794038,0.8373983739837398,0.6964769647696477,0.9051490514905149,0.5934959349593496,0.8807588075880759,0.34688346883468835,0.08401084010840108,0.5907859078590786,0.4010840108401084,0.5934959349593496,0.16260162601626016,0.13821138211382114,0.25474254742547425,0.0027100271002710027,0.0027100271002710027,0.0027100271002710027
Nikola Vasilj,St. Pauli,Bundesliga,GK,28.0,2969,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.2,73.6,0,0,22,909,1493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030313236780060628,0.006062647356012126,0.0,0.0,0.6668912091613338,27.55473223307511,45.25766251263051,-0.7696298623010193,-0.9032492487568731,-0.8866591058814253,-1.1517915871101994,-0.9185057926831566,-1.248229898570237,-1.7898263274496862,-1.1459891842034466,-1.2911729305043447,-1.210208715917511,-1.7830654199419607,-1.442729475193211,-0.9068086879759892,-0.24899320402535574,-0.6490437402915169,-1.2292930147301913,-0.9884044908532337,-0.43888485917924736,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026675648366453353,0.005335129673290671,24.2481643651061,39.82674301111485,0.0,0.0,0.7578309195015158,0.8078034270972644,46.633497471773175,1,0,0,0,GK,1.0,0.0,0.0,0.0,0.03939393939393939,0.07272727272727272,0.16515151515151516,0.1712121212121212,0.04090909090909091,0.03939393939393939,0.04242424242424243,0.04090909090909091,0.01818181818181818,0.04090909090909091,0.05454545454545454,0.06060606060606061,0.03484848484848485,0.04242424242424243,0.17272727272727273,0.5060606060606061,0.3151515151515151,0.3212121212121212
Denis Vavro,Wolfsburg,Bundesliga,DF,28.0,2461,2,0,1.4,0.2,1.4,0.91,0.22,9,96,3,7,0.5,86.9,13,37,234,1036,1901,0.0731409995936611,0.0,0.051198699715562776,0.007314099959366112,0.051198699715562776,0.329134498171475,3.5107679804957335,0.10971149939049167,0.2559934985778139,0.018285249898415276,0.4754164973587972,1.3531084924827306,8.55749695245835,37.887037789516455,69.5205201137749,-0.37798049203075446,-0.9032492487568731,-0.5603407885620075,-1.0661058012869333,-0.5573459982677633,-0.961005905651945,0.06515471502282537,-1.1110881476533208,-0.9571034661112992,-1.068158950014553,-0.8048451308811595,1.0725849072677571,3.2039852566207636,0.7246988092323152,0.7963884332483611,-0.3034153283830305,-0.46003275065777854,1.163132478593301,0.88,0.06436407964242177,0.0,0.04505485574969524,0.006436407964242178,0.04505485574969524,0.8008000000000001,0.1936,0.289638358390898,3.0894758228362456,0.09654611946363267,0.22527427874847622,0.016091019910605443,33.34059325477448,61.178057700121904,0.5402460197259059,1.537623286912194,9.724428355066308,0.8853139600847255,71.36236239251201,0,1,0,0,DF,1.0,0.05049973697981015,0.008687258687029395,0.9142624949207638,0.5318181818181819,0.44696969696969696,0.48484848484848486,0.1712121212121212,0.3606060606060606,0.10303030303030303,0.3696969696969697,0.15454545454545454,0.5545454545454546,0.09393939393939393,0.19393939393939394,0.11515151515151516,0.22727272727272727,0.8393939393939394,0.996969696969697,0.8181818181818182,0.8181818181818182,0.8424242424242424
Miloš Veljković,Werder Bremen,Bundesliga,DF,28.0,1029,0,1,0.6,0.2,0.6,0.17,0.09,9,64,2,3,0.6,86.7,5,2,47,460,738,0.0,0.08746355685131195,0.052478134110787174,0.01749271137026239,0.052478134110787174,0.7871720116618076,5.597667638483965,0.1749271137026239,0.26239067055393583,0.052478134110787174,0.43731778425655976,0.1749271137026239,4.110787172011662,40.2332361516035,64.54810495626822,-0.7696298623010193,-0.1119062916274088,-0.5521862283624386,-0.9468618311227774,-0.5483207639216894,-0.5612928270717759,1.1678078452259542,-1.0903419856612633,-0.947633874935406,-0.6707729447784374,-0.8832373077424273,-1.1175547479462673,0.8873687339453472,0.9457989881036419,0.5001624500188131,-1.056326853544458,-0.7722524153187293,1.139041992311007,0.88,0.0,0.07696793002915452,0.04618075801749271,0.015393586005830904,0.04618075801749271,0.1496,0.07919999999999999,0.6927113702623907,4.925947521865889,0.15393586005830903,0.23090379008746353,0.04618075801749271,35.40524781341108,56.80233236151603,0.4969520275642725,0.198780811025709,4.671349059104162,1.049927410069634,63.89808957380697,0,1,0,0,DF,1.0,0.08672086720732858,0.019565217390818054,0.30612244897959184,0.09545454545454546,0.23787878787878788,0.16515151515151516,0.5666666666666667,0.38181818181818183,0.18181818181818182,0.3878787878787879,0.34545454545454546,0.8878787878787879,0.12727272727272726,0.20303030303030303,0.2787878787878788,0.20909090909090908,0.15454545454545454,0.803030303030303,0.8424242424242424,0.7181818181818181,0.696969696969697
Joël Veltman,Brighton,Premier League,DF,32.0,1697,0,0,0.5,0.5,0.5,0.32,0.05,32,85,34,6,1.3,80.2,29,19,66,548,1133,0.0,0.0,0.026517383618149676,0.026517383618149676,0.026517383618149676,1.6971125515615793,4.5079552150854445,1.803182086034178,0.3182086034177961,0.06894519740718916,1.538008249852681,1.0076605774896876,3.500294637595757,29.063052445492044,60.088391278727165,-0.7900177606680123,-0.891279865718134,-0.7242001924743791,-0.8295114633391979,-0.7325459093646136,-0.01771311647803471,0.6177500769309165,-0.49881909331263474,-0.8528460716599054,-0.2374954950230833,1.0365963152934448,0.6144712905168727,0.7873509719883245,-0.15233199104853803,0.3714727794710203,-0.9050163004870124,-0.8862720573429758,0.06480243248766755,1.0,0.0,0.0,0.026517383618149676,0.026517383618149676,0.026517383618149676,0.32,0.05,1.6971125515615793,4.5079552150854445,1.803182086034178,0.3182086034177961,0.06894519740718916,29.063052445492044,60.088391278727165,1.538008249852681,1.0076605774896876,3.500294637595757,1.0757813935001237,59.57832578607549,0,1,0,0,DF,0.8075499102701248,0.07502206531207892,0.058394160581932385,1.2728344136711844,0.15989159891598917,0.15989159891598917,0.17615176151761516,0.17344173441734417,0.2222222222222222,0.24661246612466126,0.2222222222222222,0.5799457994579946,0.7560975609756098,0.4065040650406504,0.23035230352303523,0.5040650406504065,0.8455284552845529,0.7371273712737128,0.8021680216802168,0.5013550135501355,0.6585365853658537,0.6124661246612466
Micky van de Ven,Tottenham,Premier League,DF,23.0,1015,0,2,0.6,1.2,0.6,0.53,0.18,8,51,1,2,0.7,90.9,6,10,39,620,895,0.0,0.1773399014778325,0.05320197044334975,0.1064039408866995,0.05320197044334975,0.70935960591133,4.522167487684729,0.08866995073891625,0.1773399014778325,0.06206896551724137,0.5320197044334976,0.8866995073891626,3.458128078817734,54.97536945812808,79.35960591133005,-0.7900177606680123,0.7952944164338624,-0.5413849847438551,0.10486049035935464,-0.5345745379353801,-0.6776472161929714,0.6253756540258889,-1.0323180021733218,-1.061183543332958,-0.3318013074820682,-0.7367009974837535,0.3626313547862795,0.7630234759628477,2.4207097648554425,1.619581152190851,-0.6872897772807454,-0.5606902638773413,1.3802751532643172,1.0,0.0,0.1773399014778325,0.05320197044334975,0.1064039408866995,0.05320197044334975,0.53,0.18,0.70935960591133,4.522167487684729,0.08866995073891625,0.1773399014778325,0.06206896551724137,54.97536945812808,79.35960591133005,0.5320197044334976,0.8866995073891626,3.458128078817734,0.9471902821314095,76.54733557247881,0,1,0,0,DF,0.8184875533567997,0.05698324022274564,0.012903225806216903,0.7093596059113301,0.3170731707317073,0.4037940379403794,0.17615176151761516,0.8075880758807588,0.3983739837398374,0.6314363143631436,0.4010840108401084,0.2682926829268293,0.7669376693766937,0.11653116531165311,0.14634146341463414,0.47696476964769646,0.23848238482384823,0.6666666666666666,0.7967479674796748,0.983739837398374,0.94579945799458,0.9376693766937669
Bart Verbruggen,Brighton,Premier League,GK,21.0,3240,0,1,0.0,0.0,0.0,0.0,0.0,0,2,0,1,0.0,76.9,0,0,29,955,1406,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.027777777777777776,0.0,0.0,0.0,0.8055555555555556,26.527777777777775,39.05555555555556,-0.7900177606680123,-0.6271019496094494,-0.9058698966514711,-1.1396650158946402,-0.9292768100897674,-1.1515821155650607,-1.7711793940028153,-1.0599091291149787,-1.282378132909012,-1.1830617529230112,-1.6745139740950574,-1.4834695995757803,-0.7673467839546553,-0.40407974403926095,-0.990727728831117,-1.2367900501346574,-1.0114958240605274,-0.34090410756494355,1.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.027777777777777776,0.0,26.527777777777775,39.05555555555556,0.0,0.0,0.8055555555555556,1.0757813935001237,38.72402910325258,1,0,0,0,GK,0.49410588440130926,0.0014224751066492112,0.0,0.0,0.03929539295392954,0.06639566395663957,0.17615176151761516,0.3604336043360434,0.044715447154471545,0.037940379403794036,0.044715447154471545,0.03929539295392954,0.058265582655826556,0.04607046070460705,0.04878048780487805,0.03116531165311653,0.02710027100271003,0.036585365853658534,0.28184281842818426,0.3821138211382114,0.16531165311653118,0.16260162601626016
Arthur Vermeeren,RB Leipzig,Bundesliga,MF,19.0,1572,0,2,0.4,0.9,0.4,0.23,0.06,14,77,20,12,1.3,86.1,19,23,25,536,1109,0.0,0.11450381679389314,0.022900763358778626,0.05152671755725191,0.022900763358778626,0.8015267175572519,4.408396946564886,1.1450381679389312,0.6870229007633587,0.07442748091603053,1.0877862595419847,1.3167938931297711,1.4312977099236641,30.68702290076336,63.49236641221374,-0.7696298623010193,0.1327455386301738,-0.7406995677274655,-0.5481483077846541,-0.7569619442541703,-0.5487659848010237,0.53943405347041,-0.7817336670284685,-0.31906024346198414,-0.4156800081807762,0.4551711476932909,1.0050791347792496,-0.5085734045551258,0.04618645260299783,0.43726802581255164,-0.995279973125964,-0.8443031071635642,1.066770533464124,0.88,0.0,0.10076335877862597,0.02015267175572519,0.04534351145038168,0.02015267175572519,0.2024,0.0528,0.7053435114503817,3.8793893129770995,1.0076335877862594,0.6045801526717557,0.06549618320610687,27.004580152671757,55.87328244274809,1.236120749479528,1.4963566967383763,1.6264746703678004,0.7576537497766292,61.96312392026573,0,0,1,0,MF,0.22963966338592295,0.06943192064814001,0.02611940298422347,1.202290076335878,0.1303030303030303,0.18484848484848485,0.16515151515151516,0.6515151515151515,0.1696969696969697,0.36363636363636365,0.17575757575757575,0.3484848484848485,0.7545454545454545,0.3181818181818182,0.42424242424242425,0.40606060606060607,0.6727272727272727,0.8272727272727273,0.43636363636363634,0.6272727272727273,0.696969696969697,0.6484848484848484
Yorbe Vertessen,Union Berlin,Bundesliga,"MF,FW",23.0,718,1,0,1.3,1.6,1.3,3.38,0.63,18,16,42,15,1.8,66.2,3,3,6,194,342,0.12534818941504178,0.0,0.16295264623955433,0.20055710306406685,0.16295264623955433,2.256267409470752,2.0055710306406684,5.264623955431754,1.8802228412256268,0.22562674094707522,0.3760445682451254,0.3760445682451254,0.7520891364902508,24.317548746518103,42.86908077994429,-0.09842575350218792,-0.9032492487568731,0.15193042117787972,1.1977651695589608,0.23097543520499267,0.7207345765604494,-0.7301447244959139,0.5287744833425669,1.4472070492499745,1.3415414524368503,-1.0093135028500497,-0.7436943895307352,-0.8624228530794195,-0.5540577115635744,-0.7913407830517005,2.2096812488449777,0.5246600378882971,-1.3302328516241222,0.88,0.11030640668523677,0.0,0.14339832869080782,0.17649025069637883,0.14339832869080782,2.9743999999999997,0.5544,1.985515320334262,1.7649025069637883,4.632869080779944,1.6545961002785516,0.19855153203342618,21.39944289693593,37.724791086350976,0.42732337300582435,0.42732337300582435,0.8546467460116487,0.8763209434065018,46.374224210166126,0,0,1,1,MF,0.8184875533567997,0.04678362572990284,0.09278350515082369,0.3760445682451254,0.9636363636363636,0.740909090909091,0.6393939393939394,0.1712121212121212,0.7,0.8787878787878788,0.7151515151515152,0.806060606060606,0.19393939393939394,0.6727272727272727,0.896969696969697,0.8909090909090909,0.1696969696969697,0.2727272727272727,0.20303030303030303,0.30303030303030304,0.2606060606060606,0.3090909090909091
Jannik Vestergaard,Leicester City,Premier League,DF,31.0,1391,0,0,0.1,0.1,0.1,0.19,0.13,3,32,2,3,0.1,90.7,10,16,74,672,1092,0.0,0.0,0.006470165348670022,0.006470165348670022,0.006470165348670022,0.19410496046010065,2.070452911574407,0.12940330697340044,0.19410496046010065,0.006470165348670022,0.6470165348670022,1.0352264557872035,4.787922358015816,43.479511143062545,70.65420560747663,-0.7900177606680123,-0.891279865718134,-0.8615430112469384,-1.0639884409576759,-0.8812750360379218,-1.0218973771944628,-0.6900887366542063,-1.0196431422770467,-1.0363888944669244,-1.0943250422192463,-0.5339913629514276,0.6718632184572788,1.5302325150546063,1.279193803538847,1.0557722167262737,-1.0397993862813684,-0.685914030594893,1.3556868781096132,1.0,0.0,0.0,0.006470165348670022,0.006470165348670022,0.006470165348670022,0.19,0.13,0.19410496046010065,2.070452911574407,0.12940330697340044,0.19410496046010065,0.006470165348670022,43.479511143062545,70.65420560747663,0.6470165348670022,1.0352264557872035,4.787922358015816,0.5853091024866421,72.39496239517594,0,1,0,0,DF,0.875,0.029304029303614556,0.004464285714183039,0.8411214953271029,0.10975609756097561,0.31842818428184283,0.17615176151761516,0.17344173441734417,0.0921409214092141,0.10298102981029811,0.0921409214092141,0.10569105691056911,0.24932249322493225,0.14092140921409213,0.15989159891598917,0.08943089430894309,0.3170731707317073,0.7560975609756098,0.9051490514905149,0.8861788617886179,0.8373983739837398,0.8888888888888888
Guglielmo Vicario,Tottenham,Premier League,GK,27.0,2160,0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,87.4,0,1,14,661,928,0.0,0.0,0.0,0.0,0.0,0.0,0.04166666666666667,0.0,0.0,0.0,0.0,0.04166666666666667,0.5833333333333334,27.541666666666668,38.666666666666664,-0.7900177606680123,-0.891279865718134,-0.9058698966514711,-1.1396650158946402,-0.9292768100897674,-1.1515821155650607,-1.7786314599722692,-1.0599091291149787,-1.3234600191706214,-1.1830617529230112,-1.6745139740950574,-1.396719948248119,-0.8955552596887808,-0.30340258554023314,-1.015914282327272,-1.2367900501346574,-1.0114958240605274,0.949980338057002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04166666666666667,0.0,0.0,0.0,27.541666666666668,38.666666666666664,0.0,0.04166666666666667,0.5833333333333334,0.9471902821314095,37.2964340587778,1,0,0,0,GK,1.0,0.0010775862068686834,0.0,0.020833333333333336,0.03929539295392954,0.06639566395663957,0.17615176151761516,0.17344173441734417,0.044715447154471545,0.037940379403794036,0.044715447154471545,0.03929539295392954,0.051490514905149054,0.04607046070460705,0.023035230352303523,0.03116531165311653,0.02710027100271003,0.08672086720867209,0.17615176151761516,0.43089430894308944,0.15447154471544716,0.13550135501355012
Kevin Vogt,Union Berlin,Bundesliga,DF,32.0,1367,1,0,0.8,0.0,0.0,0.0,0.0,11,70,2,2,0.3,88.1,8,9,75,560,1030,0.06583760058522312,0.0,0.0526700804681785,0.0,0.0,0.7242136064374542,4.608632040965618,0.13167520117044623,0.13167520117044623,0.019751280175566936,0.5267008046817849,0.592538405267008,4.937820043891734,36.86905632772494,67.8127286027798,-0.417088128491538,-0.9032492487568731,-0.5509628454892893,-1.1517915871101994,-0.9185057926831566,-0.6162343924098631,0.6452320743634351,-1.1041011320455048,-1.1411290725081633,-1.0511209045611747,-0.699322183712764,-0.3412506350198588,1.3182306769077266,0.6287666464080331,0.6946486944150357,-1.2292930147301913,-0.9884044908532337,1.3076753962870633,0.88,0.05793708851499634,0.0,0.046349670811997076,0.0,0.0,0.0,0.0,0.6373079736649597,4.055596196049744,0.11587417702999268,0.11587417702999268,0.017381126554498902,32.44476956839795,59.67520117044622,0.5985236416838465,0.6733390968943272,5.611159140786062,0.8763209434065018,73.35736207340582,0,1,0,0,DF,0.8075499102701248,0.0679611650475415,0.019642857142324374,0.5596196049743964,0.03939393939393939,0.07272727272727272,0.45454545454545453,0.1712121212121212,0.38484848484848483,0.03939393939393939,0.04242424242424243,0.30606060606060603,0.7909090909090909,0.10606060606060606,0.11212121212121212,0.12121212121212122,0.2636363636363636,0.42727272727272725,0.8696969696969697,0.8,0.7878787878787878,0.8727272727272727
Hauke Wahl,St. Pauli,Bundesliga,DF,30.0,2970,0,0,0.9,0.5,0.9,0.33,0.12,30,142,10,9,1.6,86.6,27,31,170,1040,2096,0.0,0.0,0.02727272727272727,0.015151515151515152,0.02727272727272727,0.9090909090909092,4.303030303030303,0.30303030303030304,0.2727272727272727,0.04848484848484849,0.8181818181818181,0.9393939393939394,5.151515151515151,31.515151515151516,63.515151515151516,-0.7696298623010193,-0.9032492487568731,-0.7128345649889822,-0.9742892984645283,-0.7261217550086365,-0.45489853316965734,0.4837615831301707,-1.049590249355119,-0.9323328329914489,-0.7171824787856447,-0.09956882457228826,0.30352450198696684,1.4295600960913595,0.12422733257650972,0.438625422431082,-0.8935351724284736,-0.7002017234738945,1.126996749169859,0.88,0.0,0.0,0.024,0.013333333333333334,0.024,0.2904,0.1056,0.8,3.7866666666666666,0.26666666666666666,0.24,0.04266666666666667,27.733333333333334,55.89333333333333,0.9297520661157025,1.0674931129476586,5.853994490358127,0.8078034270972644,65.44601495436251,0,1,0,0,DF,0.9319586182560229,0.06774809160198679,0.028846153845238538,0.8787878787878788,0.1696969696969697,0.2924242424242424,0.16515151515151516,0.1712121212121212,0.19696969696969696,0.1696969696969697,0.20606060606060606,0.38484848484848483,0.7363636363636363,0.18484848484848485,0.21212121212121213,0.2727272727272727,0.4393939393939394,0.6242424242424243,0.8878787878787879,0.6424242424242425,0.7,0.7333333333333333
Kyle Walker,Manchester City,Premier League,DF,34.0,970,0,0,0.1,0.4,0.1,0.46,0.19,12,64,11,7,1.3,87.7,10,3,13,499,892,0.0,0.0,0.009278350515463918,0.03711340206185567,0.009278350515463918,1.1134020618556701,5.938144329896907,1.0206185567010309,0.6494845360824743,0.12061855670103093,0.9278350515463918,0.27835051546391754,1.2061855670103092,46.298969072164944,82.76288659793813,-0.7900177606680123,-0.891279865718134,-0.842304229024971,-0.7055779406892089,-0.8604412763721209,-0.4076997606227863,1.385116258461547,-0.7423267246782791,-0.36290622493010677,0.47119179311428533,-0.038981033784965424,-0.903946155654907,-0.5362080499958387,1.5591603915154206,1.8399960663854695,-0.7598652850161678,-0.535645510533831,0.9868627507890573,1.0,0.0,0.0,0.009278350515463918,0.03711340206185567,0.009278350515463918,0.46,0.19,1.1134020618556701,5.938144329896907,1.0206185567010309,0.6494845360824743,0.12061855670103093,46.298969072164944,82.76288659793813,0.9278350515463918,0.27835051546391754,1.2061855670103092,1.122901446221945,76.65611670745461,0,1,0,0,DF,0.6464466094067263,0.0717488789228999,0.024048096191865365,0.6030927835051547,0.2696476964769648,0.4146341463414634,0.17615176151761516,0.17344173441734417,0.10298102981029811,0.31978319783197834,0.10298102981029811,0.4092140921409214,0.9051490514905149,0.34417344173441733,0.4281842818428184,0.7317073170731707,0.5257452574525745,0.22493224932249323,0.4254742547425474,0.9295392953929539,0.959349593495935,0.943089430894309
