player,team,league,position,age,minutes,goals,assists,xg,xag,npxg,shots_p90,shots_on_target_p90,prog_carries,prog_passes,prog_receptions,key_passes,xa,pass_completion_pct,tackles_won,interceptions,clearances,carries,touches,goals_p90,assists_p90,xg_p90,xag_p90,npxg_p90,prog_carries_p90,prog_passes_p90,prog_receptions_p90,key_passes_p90,xa_p90,tackles_won_p90,interceptions_p90,clearances_p90,carries_p90,touches_p90,goals_zscore,assists_zscore,xg_zscore,xag_zscore,npxg_zscore,prog_carries_zscore,prog_passes_zscore,prog_receptions_zscore,key_passes_zscore,xa_zscore,tackles_won_zscore,interceptions_zscore,clearances_zscore,carries_zscore,touches_zscore,shots_zscore,shots_on_target_zscore,pass_completion_zscore,league_lsc,lsc_adj_goals_p90,lsc_adj_assists_p90,lsc_adj_xg_p90,lsc_adj_xag_p90,lsc_adj_npxg_p90,lsc_adj_shots_p90,lsc_adj_shots_on_target_p90,lsc_adj_prog_carries_p90,lsc_adj_prog_passes_p90,lsc_adj_prog_receptions_p90,lsc_adj_key_passes_p90,lsc_adj_xa_p90,lsc_adj_carries_p90,lsc_adj_touches_p90,lsc_adj_tackles_won_p90,lsc_adj_interceptions_p90,lsc_adj_clearances_p90,team_strength_ratio,poss_adj_touches_p90,pos_gk,pos_df,pos_mf,pos_fw,position_primary,age_curve_score,play_style_progressive,play_style_direct_carry,play_style_defensive,shots_p90_pct,shots_on_target_p90_pct,goals_p90_pct,assists_p90_pct,xg_p90_pct,xag_p90_pct,npxg_p90_pct,prog_carries_p90_pct,prog_passes_p90_pct,prog_receptions_p90_pct,key_passes_p90_pct,xa_p90_pct,tackles_won_p90_pct,interceptions_p90_pct,clearances_p90_pct,carries_p90_pct,touches_p90_pct,poss_adj_touches_p90_pct
Bernd Leno,Fulham,Premier League,GK,32.0,3420,0,1,0.0,0.1,0.0,0.0,0.0,0,0,0,2,0.1,81.8,2,0,11,955,1479,0.0,0.026315789473684213,0.0,0.002631578947368421,0.0,0.0,0.0,0.0,0.052631578947368425,0.002631578947368421,0.052631578947368425,0.0,0.2894736842105263,25.13157894736842,38.921052631578945,-0.7900177606680123,-0.6410060504572749,-0.9058698966514711,-1.1088854498895766,-0.9292768100897674,-1.1515821155650607,-1.8009876578806308,-1.0599091291149787,-1.245620655727572,-1.146970301288819,-1.5817381289429644,-1.4834695995757803,-1.0650940993108813,-0.5427195225058377,-0.9994388676342987,-1.2367900501346574,-1.0114958240605274,0.26150863372529665,1.0,0.0,0.026315789473684213,0.0,0.002631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.052631578947368425,0.002631578947368421,25.13157894736842,38.921052631578945,0.052631578947368425,0.0,0.2894736842105263,1.0678831691106094,38.58035937549383,1,0,0,0,GK,0.8075499102701248,0.0,0.0,0.026315789473684213,0.03929539295392954,0.06639566395663957,0.17615176151761516,0.34823848238482386,0.044715447154471545,0.07588075880758807,0.044715447154471545,0.03929539295392954,0.017615176151761516,0.04607046070460705,0.06775067750677506,0.06504065040650407,0.06504065040650407,0.036585365853658534,0.037940379403794036,0.3008130081300813,0.15989159891598917,0.15447154471544716
Jefferson Lerma,Crystal Palace,Premier League,"MF,DF",29.0,2274,0,1,1.1,1.6,1.1,1.03,0.32,13,97,26,10,1.7,75.3,17,42,80,649,1406,0.0,0.0395778364116095,0.04353562005277045,0.0633245382585752,0.04353562005277045,0.5145118733509235,3.839050131926121,1.029023746701847,0.395778364116095,0.06728232189973614,0.6728232189973614,1.662269129287599,3.16622691292876,25.68601583113457,55.64643799472295,-0.7900177606680123,-0.514878613214995,-0.6076088264778758,-0.39900632996804675,-0.6062886197787344,-0.8078282129037414,0.25884989082646215,-0.7397113102977737,-0.7381244365513858,-0.2603014195844341,-0.48850086126685105,1.9773608175066566,0.5946145600164701,-0.48766503809798223,0.08378779486103907,-0.1688932934563001,-0.21006371706819651,-0.5376103088025744,1.0,0.0,0.0395778364116095,0.04353562005277045,0.0633245382585752,0.04353562005277045,1.03,0.32,0.5145118733509235,3.839050131926121,1.029023746701847,0.395778364116095,0.06728232189973614,25.68601583113457,55.64643799472295,0.6728232189973614,1.662269129287599,3.16622691292876,1.1919557156786846,59.39331611082927,0,1,1,0,MF,0.9759437387837656,0.06899004267301341,0.020030816640206298,1.1675461741424802,0.532520325203252,0.55420054200542,0.17615176151761516,0.4173441734417344,0.34959349593495936,0.43902439024390244,0.34959349593495936,0.20596205962059622,0.6368563685636857,0.34688346883468835,0.2682926829268293,0.4986449864498645,0.3333333333333333,0.964769647696477,0.7506775067750677,0.32791327913279134,0.5230352303523035,0.6097560975609756
Jamie Leweling,Stuttgart,Bundesliga,"MF,FW",23.0,1663,2,2,1.6,3.8,1.6,1.57,0.87,55,51,164,25,3.3,70.5,6,11,17,540,801,0.10823812387251955,0.10823812387251955,0.08659049909801564,0.20565243535778713,0.08659049909801564,2.9765484064942878,2.7600721587492485,8.875526157546602,1.3529765484064944,0.17859290438965725,0.3247143716175587,0.5953096812988575,0.9200240529164162,29.224293445580276,43.349368610944076,-0.19004531615843243,0.0760555051652181,-0.3347688016648891,1.2574577570329668,-0.30768936518979156,1.3492982340852986,-0.33148970173707215,1.6774619995562272,0.6667361066774509,0.794919286713903,-1.114930872170473,-0.3360990669827012,-0.7749332660958747,-0.09165770814974059,-0.7627281812345911,0.36810035622040493,1.1010655726469754,-0.8122873965548028,0.88,0.09524954900781721,0.09524954900781721,0.07619963920625376,0.1809741431148527,0.07619963920625376,1.3816000000000002,0.7656,2.6193625977149733,2.4288634996993386,7.81046301864101,1.190619362597715,0.15716175586289838,25.717378232110644,38.147444377630784,0.3689936041108622,0.6764882742032472,1.0454818783141093,1.2550712355450642,41.16119068765712,0,0,1,1,MF,0.8184875533567997,0.06367041198354996,0.10185185184836669,0.4600120264582081,0.703030303030303,0.8560606060606061,0.5878787878787879,0.6303030303030303,0.5545454545454546,0.8848484848484849,0.5575757575757576,0.9030303030303031,0.40606060606060607,0.9515151515151515,0.7787878787878788,0.8090909090909091,0.1484848484848485,0.43333333333333335,0.2696969696969697,0.5727272727272728,0.2727272727272727,0.2
Rico Lewis,Manchester City,Premier League,"DF,MF",19.0,1893,1,2,1.4,0.3,1.4,0.48,0.1,39,107,78,7,1.0,91.5,19,13,45,865,1477,0.04754358161648178,0.09508716323296355,0.06656101426307448,0.014263074484944533,0.06656101426307448,1.8541996830427894,5.08716323296355,3.7083993660855787,0.33280507131537246,0.04754358161648178,0.9033280507131538,0.618066561014263,2.13946117274168,41.12519809825674,70.22187004754358,-0.5006346696029541,0.013037565018409391,-0.4498626244021998,-0.9728407437277351,-0.43546458194098747,0.08723939735386177,0.9285234147979435,0.09402088671754764,-0.8312586560362848,-0.5310133398805561,-0.08218053035945272,-0.19666019160919937,0.002234242832139504,1.045415181279759,1.0277718211900182,-0.73912942566319,-0.7610482906254241,1.4540399787284277,1.0,0.04754358161648178,0.09508716323296355,0.06656101426307448,0.014263074484944533,0.06656101426307448,0.48,0.1,1.8541996830427894,5.08716323296355,3.7083993660855787,0.33280507131537246,0.04754358161648178,41.12519809825674,70.22187004754358,0.9033280507131538,0.618066561014263,2.13946117274168,1.122901446221945,65.0404557773643,0,1,1,0,DF,0.22963966338592295,0.07244414353315928,0.04508670520121581,0.7606973058637084,0.28319783197831977,0.25338753387533874,0.42276422764227645,0.5962059620596206,0.4634146341463415,0.16802168021680217,0.46612466124661245,0.6341463414634146,0.8428184281842819,0.5772357723577236,0.23577235772357724,0.3821138211382114,0.5121951219512195,0.47696476964769646,0.5989159891598916,0.8428184281842819,0.8319783197831978,0.7723577235772358
Keane Lewis-Potter,Brentford,Premier League,"DF,FW",23.0,3093,1,3,3.1,3.2,3.1,0.81,0.41,98,98,156,26,4.9,77.1,27,21,76,868,1613,0.02909796314258002,0.08729388942774007,0.09020368574199805,0.09311348205625607,0.09020368574199805,2.851600387972842,2.851600387972842,4.539282250242483,0.7565470417070804,0.1425800193986421,0.7856450048496605,0.6110572259941804,2.2114451988360817,25.25703200775946,46.93501454898158,-0.61290744984158,-0.061079624988610866,-0.2878874764998849,-0.05058784046814596,-0.26006100055545367,0.7536193248060087,-0.2709650347826704,0.352563887355097,-0.20456635648779958,0.7723877992457246,-0.28962526712055675,-0.2112535684659418,0.043764573014599004,-0.5302622820886772,-0.48041123193736157,-0.396987746339056,0.015339063023396484,-0.31631583241024125,1.0,0.02909796314258002,0.08729388942774007,0.09020368574199805,0.09311348205625607,0.09020368574199805,0.81,0.41,2.851600387972842,2.851600387972842,4.539282250242483,0.7565470417070804,0.1425800193986421,25.25703200775946,46.93501454898158,0.7856450048496605,0.6110572259941804,2.2114451988360817,0.9512593277210482,48.168081204155634,0,1,0,1,DF,0.8184875533567997,0.0607563546174284,0.11290322580198145,0.6983511154219204,0.46747967479674796,0.6287262872628726,0.3604336043360434,0.5718157181571816,0.5691056910569106,0.5853658536585366,0.5745257452574526,0.8211382113821138,0.41192411924119243,0.6937669376693767,0.5149051490514905,0.7777777777777778,0.42276422764227645,0.4715447154471545,0.6124661246612466,0.3116531165311653,0.35501355013550134,0.36585365853658536
Myles Lewis-Skelly,Arsenal,Premier League,DF,17.0,1369,1,0,0.2,0.4,0.2,0.2,0.07,37,71,37,8,0.5,91.2,14,7,27,526,905,0.06574141709276844,0.0,0.01314828341855369,0.02629656683710738,0.01314828341855369,2.4324324324324325,4.66764061358656,2.4324324324324325,0.5259313367421475,0.03287070854638422,0.9203798392987583,0.46018991964937916,1.7750182615047478,34.5799853907962,59.49598246895545,-0.3898700679096813,-0.891279865718134,-0.8157914487366354,-0.8320941883203025,-0.831730473046499,0.4735662724845027,0.7034290778581133,-0.30301740355331125,-0.5456349703021676,-0.7322481496033006,-0.052122642509151565,-0.5253580377976623,-0.20802677280593485,0.39548852326006867,0.3331051721538263,-1.0294314566048794,-0.836182550655955,1.4171575659963724,1.0,0.06574141709276844,0.0,0.01314828341855369,0.02629656683710738,0.01314828341855369,0.2,0.07,2.4324324324324325,4.66764061358656,2.4324324324324325,0.5259313367421475,0.03287070854638422,34.5799853907962,59.49598246895545,0.9203798392987583,0.46018991964937916,1.7750182615047478,1.194113456303544,57.329173379608186,0,1,0,0,DF,0.04419417382415922,0.07845303867271453,0.07034220532115973,0.6902848794740688,0.11517615176151762,0.1951219512195122,0.5040650406504065,0.17344173441734417,0.12466124661246612,0.24390243902439024,0.12466124661246612,0.7479674796747967,0.7831978319783198,0.44715447154471544,0.3523035230352303,0.2791327913279133,0.5203252032520326,0.34146341463414637,0.5474254742547425,0.6964769647696477,0.6368563685636857,0.5663956639566395
Philipp Lienhart,Freiburg,Bundesliga,DF,28.0,2770,1,0,0.5,0.8,0.5,0.26,0.03,44,138,9,6,1.0,86.2,13,36,124,1444,2520,0.032490974729241874,0.0,0.016245487364620937,0.025992779783393503,0.016245487364620937,1.4296028880866427,4.483754512635379,0.2924187725631769,0.19494584837545126,0.032490974729241874,0.4223826714801444,1.1696750902527075,4.028880866425992,46.91696750902527,81.87725631768953,-0.59564988030912,-0.9032492487568731,-0.7831174118480205,-0.8472822457223912,-0.8039088027326302,-0.0006662062652100095,0.579250656915647,-1.052965952127786,-1.0474709428374374,-0.903061551183158,-0.913967899588664,0.7315977082247999,0.8446977456866973,1.5756580070739328,1.5325269525726803,-0.9647565329167168,-0.9163537990083989,1.078815776605272,0.88,0.02859205776173285,0.0,0.014296028880866425,0.022873646209386284,0.014296028880866425,0.2288,0.0264,1.2580505415162455,3.9457039711191335,0.2573285198555957,0.1715523465703971,0.02859205776173285,41.28693140794224,72.05198555956679,0.47998030850016415,1.3291762389235313,4.578273711847719,0.8014920759123395,83.36138961836518,0,1,0,0,DF,1.0,0.05476190476123593,0.030470914126774364,0.796028880866426,0.14242424242424243,0.15,0.3424242424242424,0.1712121212121212,0.1484848484848485,0.23030303030303031,0.15151515151515152,0.5666666666666667,0.7696969696969697,0.1787878787878788,0.13636363636363635,0.18484848484848485,0.19696969696969696,0.7454545454545455,0.796969696969697,0.9242424242424242,0.9181818181818182,0.9575757575757575
Matthijs de Ligt,Manchester Utd,Premier League,DF,24.0,2123,2,0,2.5,0.3,2.5,0.76,0.38,7,55,6,6,0.3,89.9,22,33,96,1078,1608,0.08478568064060292,0.0,0.10598210080075365,0.012717852096090436,0.10598210080075365,0.29674988224211024,2.33160621761658,0.25435704192180875,0.25435704192180875,0.012717852096090436,0.9326424870466321,1.3989637305699483,4.06971267074894,45.69948186528498,68.16768723504474,-0.2739535200781346,-0.891279865718134,-0.17979008509111968,-0.9909140280416249,-0.14300187242941434,-0.953318605200088,-0.5499672567909643,-0.9807617136299621,-0.9472792047920604,-1.008639570272606,-0.03050676984553499,1.4291611807519256,1.1158699533757448,1.4996324992516683,0.8947318018526028,-0.44882739472150057,-0.05979519700713447,1.2573337774907987,1.0,0.08478568064060292,0.0,0.10598210080075365,0.012717852096090436,0.10598210080075365,0.76,0.38,0.29674988224211024,2.33160621761658,0.25435704192180875,0.25435704192180875,0.012717852096090436,45.69948186528498,68.16768723504474,0.9326424870466321,1.3989637305699483,4.06971267074894,1.040602406291736,66.10817728241136,0,1,0,0,DF,1.0,0.034203980099000726,0.006493506493364402,1.1658031088082903,0.43766937669376693,0.6124661246612466,0.5420054200542005,0.17344173441734417,0.6151761517615176,0.14092140921409213,0.6178861788617886,0.12737127371273713,0.2872628726287263,0.1951219512195122,0.1978319783197832,0.12195121951219512,0.5392953929539296,0.9132791327913279,0.8536585365853658,0.9214092140921409,0.8157181571815718,0.8048780487804879
Victor Lindelöf,Manchester Utd,Premier League,DF,30.0,704,0,0,0.0,0.1,0.0,0.0,0.0,5,26,4,3,0.1,93.8,2,8,36,263,452,0.0,0.0,0.0,0.012784090909090912,0.0,0.6392045454545454,3.3238636363636367,0.5113636363636364,0.38352272727272724,0.012784090909090912,0.2556818181818182,1.0227272727272727,4.6022727272727275,33.62215909090909,57.784090909090914,-0.7900177606680123,-0.891279865718134,-0.9058698966514711,-0.9901392833132238,-0.9292768100897674,-0.7245189738190817,-0.017572779281781983,-0.90078984590031,-0.7562498849904475,-1.007731121404635,-1.2238131354300605,0.6458400239213681,1.4231241622528203,0.3003782688080749,0.22223379067688462,-1.2367900501346574,-1.0114958240605274,1.7368051430075202,1.0,0.0,0.0,0.0,0.012784090909090912,0.0,0.0,0.0,0.6392045454545454,3.3238636363636367,0.5113636363636364,0.38352272727272724,0.012784090909090912,33.62215909090909,57.784090909090914,0.2556818181818182,1.0227272727272727,4.6022727272727275,1.040602406291736,56.03829440112367,0,1,0,0,DF,0.9319586182560229,0.05752212389280985,0.01901140684354102,0.6392045454545454,0.03929539295392954,0.06639566395663957,0.17615176151761516,0.17344173441734417,0.044715447154471545,0.14905149051490515,0.044715447154471545,0.24932249322493225,0.5203252032520326,0.2791327913279133,0.2601626016260163,0.12737127371273713,0.10840108401084012,0.7493224932249323,0.8861788617886179,0.6802168021680217,0.5934959349593496,0.5257452574525745
Jesper Lindstrøm,Everton,Premier League,FW,24.0,1239,0,1,2.1,2.0,2.1,2.03,0.73,30,25,81,19,2.0,69.4,25,12,17,302,625,0.0,0.07263922518159806,0.15254237288135594,0.14527845036319612,0.15254237288135594,2.179176755447942,1.8159806295399514,5.883777239709444,1.3801452784503632,0.14527845036319612,1.8159806295399514,0.8716707021791767,1.234866828087167,21.937046004842614,45.39951573849879,-0.7900177606680123,-0.20045141681406764,0.13919277449607204,0.5595458918909461,0.20242603238679502,0.30436196089580736,-0.8266255214387194,0.7709258196407255,0.717702949565996,0.8093961096909795,1.5265896419275193,0.3313415081021767,-0.5196607365542546,-0.859930316419845,-0.5798584623378076,0.8678996741925903,0.8167711700157274,-1.2629644258663333,1.0,0.0,0.07263922518159806,0.15254237288135594,0.14527845036319612,0.15254237288135594,2.03,0.73,2.179176755447942,1.8159806295399514,5.883777239709444,1.3801452784503632,0.14527845036319612,21.937046004842614,45.39951573849879,1.8159806295399514,0.8716707021791767,1.234866828087167,0.9100095926339222,47.89818223007276,0,0,0,1,FW,1.0,0.03999999999911893,0.09933774833984256,1.3438256658595642,0.8102981029810298,0.7940379403794038,0.17615176151761516,0.5257452574525745,0.7100271002710027,0.7344173441734417,0.7181571815718157,0.6856368563685636,0.18157181571815717,0.7967479674796748,0.7588075880758808,0.7886178861788617,0.9295392953929539,0.6585365853658537,0.43360433604336046,0.17886178861788618,0.33062330623306235,0.3604336043360434
Valentino Livramento,Newcastle Utd,Premier League,DF,21.0,2840,0,1,0.3,2.6,0.3,0.19,0.06,83,158,119,25,2.7,85.4,36,23,108,1023,1964,0.0,0.03169014084507042,0.009507042253521126,0.0823943661971831,0.009507042253521126,2.630281690140845,5.007042253521127,3.77112676056338,0.7922535211267606,0.08556338028169015,1.1408450704225352,0.7288732394366196,3.4225352112676055,32.41901408450705,62.239436619718305,-0.7900177606680123,-0.5898937924110431,-0.8407374696116419,-0.1759611394262444,-0.8587446258931647,0.6057526378505059,0.8855346034453055,0.11353955667657815,-0.15175833354021495,-0.009581244507063155,0.33650047222988666,0.034038385620778835,0.7424885931326091,0.18090835269172756,0.5107861414658064,-1.0397993862813684,-0.8612273039994655,0.7040975865099648,1.0,0.0,0.03169014084507042,0.009507042253521126,0.0823943661971831,0.009507042253521126,0.19,0.06,2.630281690140845,5.007042253521127,3.77112676056338,0.7922535211267606,0.08556338028169015,32.41901408450705,62.239436619718305,1.1408450704225352,0.7288732394366196,3.4225352112676055,1.1162477987538215,61.700553861276624,0,1,0,0,DF,0.49410588440130926,0.08044806517182354,0.0811339198410946,0.9348591549295775,0.10975609756097561,0.17750677506775067,0.17615176151761516,0.38482384823848237,0.10569105691056911,0.5365853658536586,0.10569105691056911,0.7940379403794038,0.8292682926829268,0.5853658536585366,0.5365853658536586,0.6124661246612466,0.6693766937669376,0.5203252032520326,0.7859078590785907,0.6287262872628726,0.7100271002710027,0.6910569105691057
Sean Longstaff,Newcastle Utd,Premier League,MF,26.0,798,0,0,0.6,0.2,0.6,0.68,0.11,4,40,22,4,0.2,84.5,16,7,8,248,434,0.0,0.0,0.06766917293233082,0.022556390977443608,0.06766917293233082,0.45112781954887216,4.511278195488721,2.481203007518797,0.45112781954887216,0.022556390977443608,1.8045112781954886,0.7894736842105263,0.9022556390977443,27.969924812030072,48.94736842105264,-0.7900177606680123,-0.891279865718134,-0.4422706665935385,-0.8758401644226675,-0.4272432183144503,-0.8501761488591266,0.6195330179119067,-0.28784162960721266,-0.6562654753730567,-0.8737064532013652,1.5063721454052716,0.16020800452728168,-0.7115568175402754,-0.2608773999387801,-0.3500802816319306,-0.5317708321334118,-0.7360035372819137,0.5934503483137973,1.0,0.0,0.0,0.06766917293233082,0.022556390977443608,0.06766917293233082,0.68,0.11,0.45112781954887216,4.511278195488721,2.481203007518797,0.45112781954887216,0.022556390977443608,27.969924812030072,48.94736842105264,1.8045112781954886,0.7894736842105263,0.9022556390977443,1.1162477987538215,48.52357131835134,0,0,1,0,MF,1.0,0.09216589861562854,0.01612903225748786,1.2969924812030076,0.4024390243902439,0.2777777777777778,0.17615176151761516,0.17344173441734417,0.46883468834688347,0.2222222222222222,0.4715447154471545,0.1978319783197832,0.7588075880758808,0.45528455284552843,0.2981029810298103,0.1951219512195122,0.926829268292683,0.5799457994579946,0.33062330623306235,0.45257452574525747,0.38482384823848237,0.3712737127371274
Anthony Losilla,Bochum,Bundesliga,MF,38.0,1137,0,0,0.1,0.4,0.1,0.4,0.0,3,45,11,7,0.7,76.6,16,18,27,223,547,0.0,0.0,0.0079155672823219,0.0316622691292876,0.0079155672823219,0.23746701846965698,3.562005277044855,0.8707124010554089,0.554089709762533,0.055408970976253295,1.266490765171504,1.424802110817942,2.1372031662269126,17.651715039577837,43.298153034300796,-0.7696298623010193,-0.9032492487568731,-0.8362087114271541,-0.7808633216553934,-0.862668736893718,-1.0410008611700854,0.09222691526339563,-0.8690012157342415,-0.5158382849439723,-0.6367110754511078,0.8228747804543664,1.2058572873696258,-0.140815596139178,-1.182230098326298,-0.765779291020732,-0.8223138119402306,-0.9884044908532337,-0.07752756494483824,0.88,0.0,0.0,0.006965699208443273,0.02786279683377309,0.006965699208443273,0.35200000000000004,0.0,0.20897097625329814,3.1345646437994725,0.7662269129287599,0.48759894459102904,0.0487598944591029,15.533509234828497,38.1023746701847,1.4391940513312547,1.6190933077476615,2.4286399616214918,0.8829076307009798,46.33631975250963,0,0,1,0,MF,0.2392742256872692,0.08226691041857531,0.013452914797444145,1.345646437994723,0.20454545454545456,0.07272727272727272,0.16515151515151516,0.1712121212121212,0.09696969696969697,0.2696969696969697,0.1,0.12424242424242424,0.5636363636363636,0.27575757575757576,0.36666666666666664,0.296969696969697,0.796969696969697,0.8666666666666667,0.5696969696969697,0.06060606060606061,0.2696969696969697,0.30606060606060603
Castello Lukeba,RB Leipzig,Bundesliga,DF,21.0,1577,0,0,0.4,0.2,0.4,0.23,0.06,18,80,23,4,0.5,85.1,17,17,74,806,1445,0.0,0.0,0.022828154724159798,0.011414077362079899,0.022828154724159798,1.0272669625871909,4.56563094483196,1.3126188966391883,0.22828154724159797,0.028535193405199746,0.9701965757767914,0.9701965757767914,4.223208623969563,45.998731769181994,82.46670894102726,-0.7696298623010193,-0.9032492487568731,-0.7411623436886383,-1.0180739467100361,-0.7574741314717637,-0.3517704863040146,0.6225116272770372,-0.728423474660691,-0.9981248503760525,-0.9490352142466544,0.21321779714192504,0.36078400094210467,0.9459372949641127,1.4891256449318007,1.5676429228576338,-0.995279973125964,-0.8443031071635642,0.9463181020526543,0.88,0.0,0.0,0.020088776157260624,0.010044388078630312,0.020088776157260624,0.2024,0.0528,0.9039949270767279,4.017755231452124,1.1551046290424858,0.2008877615726062,0.025110970196575776,40.47888395688015,72.57070386810399,1.1024961088372631,1.1024961088372631,4.799100709056321,0.7576537497766292,80.48046078853332,0,1,0,0,DF,0.49410588440130926,0.05536332179863662,0.022332506202988444,0.9701965757767914,0.1303030303030303,0.18484848484848485,0.16515151515151516,0.1712121212121212,0.16666666666666666,0.14242424242424243,0.17272727272727273,0.4393939393939394,0.7848484848484848,0.35454545454545455,0.16666666666666666,0.1696969696969697,0.5757575757575758,0.6393939393939394,0.8151515151515152,0.9151515151515152,0.9212121212121213,0.9393939393939394
Saša Lukić,Fulham,Premier League,MF,27.0,2344,0,2,1.2,2.7,1.2,0.69,0.08,39,98,33,26,1.4,87.3,39,28,35,825,1493,0.0,0.07679180887372014,0.04607508532423208,0.10366894197952219,0.04607508532423208,1.4974402730375427,3.7627986348122864,1.2670648464163823,0.9982935153583617,0.05375426621160409,1.4974402730375427,1.075085324232082,1.3438566552901023,31.676621160409557,57.32508532423208,-0.7900177606680123,-0.16095866418900573,-0.590211035229773,0.0728713001922033,-0.5874484771232973,-0.1511174722393269,0.21793724537960407,-0.665640871047233,0.15296408436093498,-0.44583534326212626,0.9650854769258803,0.7548490490150789,-0.4567803482812913,0.10719020575569738,0.19250609968753368,-0.521402902456923,-0.8111377973124447,0.9376862004796491,1.0,0.0,0.07679180887372014,0.04607508532423208,0.10366894197952219,0.04607508532423208,0.69,0.08,1.4974402730375427,3.7627986348122864,1.2670648464163823,0.9982935153583617,0.05375426621160409,31.676621160409557,57.32508532423208,1.4974402730375427,1.075085324232082,1.3438566552901023,1.0678831691106094,56.82329339791034,0,0,1,0,MF,1.0,0.0656396517068255,0.04727272727123492,1.2862627986348123,0.4132791327913279,0.21680216802168023,0.17615176151761516,0.5338753387533876,0.3604336043360434,0.6151761517615176,0.3604336043360434,0.5230352303523035,0.6287262872628726,0.35772357723577236,0.6395663956639567,0.42005420054200543,0.8373983739837398,0.7710027100271003,0.4634146341463415,0.6151761517615176,0.5772357723577236,0.5447154471544715
Senne Lynen,Werder Bremen,Bundesliga,MF,25.0,2733,0,1,1.1,0.6,1.1,0.79,0.1,9,91,28,8,1.1,82.9,39,65,75,849,1717,0.0,0.03293084522502744,0.03622392974753019,0.019758507135016465,0.03622392974753019,0.29637760702524696,2.996706915477497,0.9220636663007684,0.26344676180021953,0.03622392974753019,1.2843029637760703,2.140504939626784,2.469813391877058,27.958287596048297,56.54226125137212,-0.7696298623010193,-0.6053012418464381,-0.6557834807663252,-0.9203176914888413,-0.6629792442899959,-0.9895916817491919,-0.20645922687811724,-0.8526655317341119,-0.9460705665885184,-0.8596775513652378,0.8595252840960546,2.536288386481108,0.03246540990716737,-0.21096310206139213,0.023223407733755964,-0.4255090892200187,-0.7482355180371177,0.6813227529474223,0.88,0.0,0.02897914379802415,0.03187705817782657,0.01738748627881449,0.03187705817782657,0.6952,0.08800000000000001,0.26081229418221735,2.637102085620197,0.8114160263446762,0.2318331503841932,0.03187705817782657,24.6032930845225,49.75718990120746,1.459435186109171,2.4323919768486184,2.806606127133021,1.049927410069634,55.97286669521226,0,0,1,0,MF,1.0,0.05299941758788036,0.010600706713401757,1.7124039517014271,0.45,0.2545454545454545,0.16515151515151516,0.35454545454545455,0.2696969696969697,0.19090909090909092,0.2787878787878788,0.13333333333333333,0.4696969696969697,0.2818181818181818,0.20606060606060606,0.20909090909090908,0.803030303030303,0.9939393939393939,0.6090909090909091,0.5272727272727272,0.5424242424242425,0.5060606060606061
Ian Maatsen,Aston Villa,Premier League,DF,22.0,1139,1,2,0.9,2.7,0.9,1.5,0.4,31,50,104,19,2.4,81.5,17,15,39,505,917,0.07901668129938542,0.15803336259877085,0.07111501316944688,0.2133450395083407,0.07111501316944688,2.449517120280948,3.9508340649692713,8.217734855136083,1.5013169446883232,0.189640035118525,1.3432835820895521,1.1852502194907815,3.0816505706760315,39.90342405618964,72.45829675153644,-0.30906763653618163,0.6116814129335575,-0.41866333091016705,1.3556687197573014,-0.4016787333952507,0.4849808353505224,0.31882742034856726,1.4971754713778183,0.8969095315446282,1.4178042261239434,0.6933471484434337,0.984211439068852,0.5458192423612148,0.9240954388196299,1.1726149432994777,0.31839940133867844,-0.009705690320113742,0.22462622099324142,1.0,0.07901668129938542,0.15803336259877085,0.07111501316944688,0.2133450395083407,0.07111501316944688,1.5,0.4,2.449517120280948,3.9508340649692713,8.217734855136083,1.5013169446883232,0.189640035118525,39.90342405618964,72.45829675153644,1.3432835820895521,1.1852502194907815,3.0816505706760315,1.2038520044211694,71.12966452764734,0,1,0,0,DF,0.649519052838329,0.0545256270439585,0.06138613861232302,1.2642669007901668,0.6693766937669376,0.6205962059620597,0.524390243902439,0.7710027100271003,0.4905149051490515,0.8970189701897019,0.4932249322493225,0.7506775067750677,0.6666666666666666,0.924119241192412,0.8130081300813008,0.8970189701897019,0.7533875338753387,0.8184281842818428,0.7371273712737128,0.8184281842818428,0.8780487804878049,0.8753387533875339
